
time,ax,ay,az,wx,wy,wz,
15:16:07:723,0.38,2.69,0.20,-0.30,-0.23,0.35,
15:16:07:724,0.38,2.69,0.20,-0.29,-0.12,0.35,
15:16:07:724,0.38,2.69,0.20,-0.29,-0.00,0.36,
15:16:07:725,0.38,2.69,0.20,-0.30,0.13,0.36,
15:16:07:725,0.38,2.69,0.20,-0.31,0.26,0.38,
15:16:07:726,0.38,2.69,0.20,-0.32,0.38,0.39,
15:16:07:726,0.38,2.69,0.20,-0.33,0.48,0.42,
15:16:07:726,0.38,2.69,0.20,-0.31,0.57,0.45,
15:16:07:727,0.38,2.69,0.20,-0.29,0.64,0.48,
15:16:07:727,0.38,2.69,0.20,-0.27,0.68,0.53,
15:16:07:728,0.38,2.69,0.20,-0.23,0.70,0.58,
15:16:07:728,0.38,2.69,0.20,-0.19,0.69,0.64,
15:16:07:728,0.38,2.69,0.20,-0.13,0.66,0.71,
15:16:07:729,0.38,2.69,0.20,-0.06,0.60,0.77,
15:16:07:729,0.38,2.69,0.20,0.00,0.53,0.84,
15:16:07:729,0.38,2.69,0.20,0.07,0.45,0.90,
15:16:07:730,0.38,2.69,0.20,0.12,0.38,0.94,
15:16:07:730,0.38,2.69,0.20,0.16,0.30,0.98,
15:16:07:731,0.38,2.69,0.20,0.19,0.23,1.00,
15:16:07:731,0.38,2.69,0.20,0.20,0.16,1.00,
15:16:07:731,0.38,2.69,0.20,0.19,0.11,1.00,
15:16:07:732,0.38,2.69,0.20,0.16,0.07,0.97,
15:16:07:732,0.38,2.69,0.20,0.11,0.06,0.93,
15:16:07:733,0.38,2.69,0.20,0.04,0.07,0.89,
15:16:07:733,0.38,2.69,0.20,-0.04,0.11,0.84,
15:16:07:733,0.38,2.69,0.20,-0.12,0.16,0.80,
15:16:07:734,0.38,2.69,0.20,-0.20,0.22,0.77,
15:16:07:734,0.38,2.69,0.20,-0.27,0.28,0.75,
15:16:07:735,0.38,2.69,0.20,-0.33,0.34,0.74,
15:16:07:735,0.38,2.69,0.20,-0.38,0.39,0.73,
15:16:07:735,0.38,2.69,0.20,-0.43,0.43,0.72,
15:16:07:736,0.38,2.69,0.20,-0.46,0.46,0.71,
15:16:07:736,0.38,2.69,0.20,-0.48,0.49,0.71,
15:16:07:736,0.38,2.69,0.20,-0.48,0.50,0.71,
15:16:07:737,0.38,2.69,0.20,-0.48,0.52,0.71,
15:16:07:737,0.38,2.69,0.20,-0.47,0.51,0.70,
15:16:07:738,0.38,2.69,0.20,-0.45,0.52,0.68,
15:16:07:738,0.38,2.69,0.20,-0.43,0.53,0.66,
15:16:07:739,0.38,2.69,0.20,-0.41,0.54,0.62,
15:16:07:739,0.38,2.69,0.20,-0.38,0.56,0.58,
15:16:07:739,0.38,2.69,0.20,-0.35,0.59,0.54,
15:16:07:740,0.38,2.69,0.20,-0.32,0.62,0.50,
15:16:07:740,0.38,2.69,0.20,-0.28,0.64,0.47,
15:16:07:740,0.38,2.69,0.20,-0.24,0.66,0.45,
15:16:07:741,0.38,2.69,0.20,-0.19,0.68,0.44,
15:16:07:741,0.38,2.69,0.20,-0.14,0.69,0.44,
15:16:07:742,0.38,2.69,0.20,-0.08,0.70,0.44,
15:16:07:742,0.38,2.69,0.20,-0.02,0.71,0.45,
15:16:07:742,0.38,2.69,0.20,0.04,0.70,0.46,
15:16:07:743,0.38,2.69,0.20,0.11,0.69,0.47,
15:16:07:743,0.38,2.69,0.20,0.17,0.67,0.48,
15:16:07:744,0.38,2.69,0.20,0.24,0.64,0.48,
15:16:07:744,0.38,2.69,0.20,0.30,0.58,0.48,
15:16:07:744,0.38,2.69,0.20,0.36,0.52,0.48,
15:16:07:745,0.38,2.69,0.20,0.42,0.44,0.46,
15:16:07:745,0.38,2.69,0.20,0.47,0.37,0.44,
15:16:07:745,0.38,2.69,0.20,0.50,0.32,0.41,
15:16:07:746,0.38,2.69,0.20,0.52,0.26,0.37,
15:16:07:746,0.38,2.69,0.20,0.53,0.22,0.33,
15:16:07:747,0.38,2.69,0.20,0.54,0.18,0.29,
15:16:07:747,0.38,2.69,0.20,0.57,0.16,0.28,
15:16:07:748,0.38,2.69,0.20,0.60,0.16,0.28,
15:16:07:748,0.38,2.69,0.20,0.65,0.19,0.30,
15:16:07:748,0.38,2.69,0.20,0.71,0.27,0.33,
15:16:07:749,0.38,2.69,0.20,0.76,0.37,0.38,
15:16:07:749,0.38,2.69,0.20,0.79,0.50,0.42,
15:16:07:749,0.38,2.69,0.20,0.80,0.62,0.44,
15:16:07:750,0.38,2.69,0.20,0.80,0.72,0.44,
15:16:07:750,0.38,2.69,0.20,0.80,0.80,0.44,
15:16:07:751,0.38,2.69,0.20,0.79,0.86,0.43,
15:16:07:751,0.38,2.69,0.20,0.77,0.90,0.42,
15:16:07:751,0.38,2.69,0.20,0.75,0.91,0.42,
15:16:07:752,0.38,2.69,0.20,0.72,0.90,0.41,
15:16:07:752,0.38,2.69,0.20,0.68,0.89,0.41,
15:16:07:753,0.38,2.69,0.20,0.63,0.86,0.42,
15:16:07:753,0.38,2.69,0.20,0.56,0.84,0.42,
15:16:07:753,0.38,2.69,0.20,0.48,0.82,0.44,
15:16:07:754,0.38,2.69,0.20,0.40,0.80,0.46,
15:16:07:754,0.38,2.69,0.20,0.32,0.78,0.48,
15:16:07:755,0.38,2.69,0.20,0.25,0.76,0.49,
15:16:07:755,0.38,2.69,0.20,0.18,0.75,0.50,
15:16:07:755,0.38,2.69,0.20,0.13,0.73,0.51,
15:16:07:756,0.38,2.69,0.20,0.08,0.71,0.52,
15:16:07:756,0.38,2.69,0.20,0.05,0.68,0.52,
15:16:07:781,0.38,2.69,0.20,0.03,0.66,0.51,
15:16:07:781,0.38,2.69,0.20,0.01,0.67,0.50,
15:16:07:782,0.38,2.69,0.20,0.01,0.70,0.48,
15:16:07:782,0.38,2.69,0.20,0.02,0.72,0.47,
15:16:07:783,0.38,2.69,0.20,0.05,0.74,0.46,
15:16:07:783,0.38,2.69,0.20,0.10,0.75,0.47,
15:16:07:784,0.38,2.69,0.20,0.15,0.75,0.48,
15:16:07:784,0.38,2.69,0.20,0.22,0.75,0.50,
15:16:07:784,0.38,2.69,0.20,0.28,0.76,0.52,
15:16:07:785,0.38,2.69,0.20,0.35,0.78,0.55,
15:16:07:785,0.38,2.69,0.20,0.42,0.79,0.58,
15:16:07:785,0.38,2.69,0.20,0.48,0.79,0.61,
15:16:07:786,0.38,2.69,0.20,0.53,0.77,0.64,
15:16:07:787,0.38,2.69,0.20,0.57,0.74,0.67,
15:16:07:787,0.38,2.69,0.20,0.61,0.71,0.69,
15:16:07:788,0.38,2.69,0.20,0.63,0.68,0.71,
15:16:07:788,0.38,2.69,0.20,0.65,0.66,0.72,
15:16:07:789,0.38,2.69,0.20,0.66,0.65,0.74,
15:16:07:789,0.38,2.69,0.20,0.66,0.64,0.74,
15:16:07:789,0.38,2.69,0.20,0.65,0.63,0.75,
15:16:07:790,0.38,2.69,0.20,0.64,0.62,0.75,
15:16:07:790,0.38,2.69,0.20,0.63,0.60,0.75,
15:16:07:791,0.38,2.69,0.20,0.62,0.58,0.75,
15:16:07:791,0.38,2.69,0.20,0.60,0.57,0.74,
15:16:07:791,0.38,2.69,0.20,0.58,0.56,0.71,
15:16:07:792,0.38,2.69,0.20,0.55,0.58,0.69,
15:16:07:792,0.38,2.69,0.20,0.51,0.61,0.66,
15:16:07:793,0.38,2.69,0.20,0.45,0.65,0.62,
15:16:07:793,0.38,2.69,0.20,0.39,0.69,0.58,
15:16:07:793,0.38,2.69,0.20,0.32,0.74,0.53,
15:16:07:794,0.38,2.69,0.20,0.24,0.80,0.48,
15:16:07:794,0.38,2.69,0.20,0.16,0.88,0.42,
15:16:07:794,0.38,2.69,0.20,0.07,0.95,0.36,
15:16:07:795,0.38,2.69,0.20,-0.01,1.02,0.29,
15:16:07:795,0.38,2.69,0.20,-0.09,1.07,0.24,
15:16:07:796,0.38,2.69,0.20,-0.17,1.12,0.18,
15:16:07:796,0.38,2.69,0.20,-0.23,1.15,0.14,
15:16:07:796,0.38,2.69,0.20,-0.29,1.17,0.10,
15:16:07:797,0.38,2.69,0.20,-0.34,1.19,0.07,
15:16:07:797,0.38,2.69,0.20,-0.38,1.20,0.05,
15:16:07:798,0.38,2.69,0.20,-0.42,1.20,0.03,
15:16:07:798,0.38,2.69,0.20,-0.44,1.20,0.01,
15:16:07:798,0.38,2.69,0.20,-0.45,1.18,0.00,
15:16:07:799,0.38,2.69,0.20,-0.44,1.17,-0.01,
15:16:07:799,0.38,2.69,0.20,-0.43,1.15,-0.03,
15:16:07:799,0.38,2.69,0.20,-0.39,1.12,-0.06,
15:16:07:800,0.38,2.69,0.20,-0.35,1.07,-0.09,
15:16:07:800,0.38,2.69,0.20,-0.30,1.02,-0.13,
15:16:07:801,0.38,2.69,0.20,-0.25,0.97,-0.18,
15:16:07:801,0.38,2.69,0.20,-0.20,0.93,-0.23,
15:16:07:801,0.38,2.69,0.20,-0.16,0.89,-0.29,
15:16:07:802,0.38,2.69,0.20,-0.12,0.84,-0.35,
15:16:07:802,0.38,2.69,0.20,-0.10,0.80,-0.41,
15:16:07:803,0.38,2.69,0.20,-0.09,0.76,-0.45,
15:16:07:803,0.38,2.69,0.20,-0.09,0.70,-0.49,
15:16:07:803,0.38,2.69,0.20,-0.08,0.62,-0.52,
15:16:07:804,0.38,2.69,0.20,-0.07,0.53,-0.55,
15:16:07:804,0.38,2.69,0.20,-0.06,0.43,-0.57,
15:16:07:805,0.38,2.69,0.20,-0.04,0.33,-0.58,
15:16:07:806,0.38,2.69,0.20,-0.02,0.22,-0.60,
15:16:07:806,0.38,2.69,0.20,-0.00,0.11,-0.62,
15:16:07:807,0.38,2.69,0.20,0.01,-0.01,-0.63,
15:16:07:807,0.38,2.69,0.20,0.01,-0.13,-0.65,
15:16:07:807,0.38,2.69,0.20,0.01,-0.24,-0.66,
15:16:07:812,0.38,2.69,0.20,-0.00,-0.33,-0.67,
15:16:07:813,0.38,2.69,0.20,-0.01,-0.40,-0.68,
15:16:07:814,0.38,2.69,0.20,-0.02,-0.45,-0.69,
15:16:07:814,0.38,2.69,0.20,-0.04,-0.48,-0.71,
15:16:07:814,0.38,2.69,0.20,-0.06,-0.50,-0.72,
15:16:07:815,0.38,2.69,0.20,-0.08,-0.50,-0.75,
15:16:07:815,0.38,2.69,0.20,-0.10,-0.50,-0.77,
15:16:07:816,0.38,2.69,0.20,-0.12,-0.50,-0.78,
15:16:07:817,0.38,2.69,0.20,-0.14,-0.49,-0.79,
15:16:07:817,0.38,2.69,0.20,-0.16,-0.49,-0.79,
15:16:07:817,0.38,2.69,0.20,-0.18,-0.49,-0.79,
15:16:07:818,0.38,2.69,0.20,-0.21,-0.49,-0.79,
15:16:07:818,0.38,2.69,0.20,-0.24,-0.49,-0.77,
15:16:07:818,0.38,2.69,0.20,-0.27,-0.49,-0.75,
15:16:07:818,0.38,2.69,0.20,-0.29,-0.52,-0.71,
15:16:07:819,0.38,2.69,0.20,-0.31,-0.57,-0.68,
15:16:07:819,0.38,2.69,0.20,-0.31,-0.64,-0.65,
15:16:07:819,0.38,2.69,0.20,-0.31,-0.74,-0.61,
15:16:07:820,0.38,2.69,0.20,-0.30,-0.86,-0.58,
15:16:07:820,0.38,2.69,0.20,-0.29,-0.98,-0.56,
15:16:07:820,0.38,2.69,0.20,-0.28,-1.11,-0.54,
15:16:07:821,0.38,2.69,0.20,-0.27,-1.23,-0.53,
15:16:07:821,0.38,2.69,0.20,-0.25,-1.32,-0.52,
15:16:07:821,0.38,2.69,0.20,-0.24,-1.39,-0.51,
15:16:07:822,0.38,2.69,0.20,-0.23,-1.43,-0.51,
15:16:07:822,0.38,2.69,0.20,-0.22,-1.44,-0.52,
15:16:07:822,0.38,2.69,0.20,-0.22,-1.42,-0.53,
15:16:07:823,0.38,2.69,0.20,-0.22,-1.39,-0.55,
15:16:07:823,0.38,2.69,0.20,-0.21,-1.34,-0.58,
15:16:07:823,0.38,2.69,0.20,-0.19,-1.29,-0.62,
15:16:07:824,0.38,2.69,0.20,-0.18,-1.25,-0.67,
15:16:07:824,0.38,2.69,0.20,-0.16,-1.21,-0.71,
15:16:07:824,0.38,2.69,0.20,-0.14,-1.17,-0.76,
15:16:07:825,0.38,2.69,0.20,-0.12,-1.13,-0.80,
15:16:07:825,0.38,2.69,0.20,-0.11,-1.09,-0.83,
15:16:07:825,0.38,2.69,0.20,-0.10,-1.05,-0.86,
15:16:07:851,0.38,2.69,0.20,-0.08,-1.03,-0.88,
15:16:07:851,0.38,2.69,0.20,-0.07,-1.02,-0.90,
15:16:07:852,0.38,2.69,0.20,-0.07,-1.02,-0.91,
15:16:07:852,0.38,2.69,0.20,-0.06,-1.03,-0.92,
15:16:07:853,0.38,2.69,0.20,-0.07,-1.05,-0.92,
15:16:07:853,0.38,2.69,0.20,-0.08,-1.08,-0.92,
15:16:07:854,0.38,2.69,0.20,-0.09,-1.11,-0.91,
15:16:07:854,0.38,2.69,0.20,-0.11,-1.15,-0.90,
15:16:07:855,0.38,2.69,0.20,-0.12,-1.21,-0.89,
15:16:07:855,0.38,2.69,0.20,-0.14,-1.26,-0.88,
15:16:07:856,0.38,2.69,0.20,-0.16,-1.30,-0.86,
15:16:07:856,0.38,2.69,0.20,-0.18,-1.34,-0.85,
15:16:07:857,0.38,2.69,0.20,-0.21,-1.37,-0.83,
15:16:07:857,0.38,2.69,0.20,-0.23,-1.39,-0.82,
15:16:07:858,0.38,2.69,0.20,-0.26,-1.41,-0.81,
15:16:07:858,0.33,2.68,0.21,-0.26,-1.41,-0.81,
15:16:07:859,-0.71,2.68,0.04,-0.26,-1.41,-0.81,
15:16:07:860,-0.87,2.68,-0.00,-0.26,-1.41,-0.81,
15:16:07:860,-0.97,2.64,-0.04,-0.26,-1.41,-0.81,
15:16:07:861,-1.01,2.59,-0.04,-0.26,-1.41,-0.81,
15:16:07:861,-0.98,2.52,0.02,-0.26,-1.41,-0.81,
15:16:07:862,-1.00,2.42,0.13,-0.26,-1.41,-0.81,
15:16:07:862,-1.07,2.24,0.27,-0.26,-1.41,-0.81,
15:16:07:862,-1.07,2.24,0.27,-0.28,-1.42,-0.80,
15:16:07:863,-1.09,2.11,0.48,-0.28,-1.42,-0.80,
15:16:07:864,-1.09,2.11,0.48,-0.29,-1.42,-0.79,
15:16:07:864,-1.12,1.95,0.70,-0.29,-1.42,-0.79,
15:16:07:865,-1.22,1.81,0.87,-0.29,-1.42,-0.79,
15:16:07:865,-1.22,1.81,0.87,-0.30,-1.42,-0.78,
15:16:07:865,-1.25,1.69,1.02,-0.30,-1.42,-0.78,
15:16:07:866,-1.25,1.69,1.02,-0.30,-1.42,-0.76,
15:16:07:866,-1.25,1.69,1.02,-0.31,-1.41,-0.75,
15:16:07:867,-1.25,1.50,1.18,-0.31,-1.41,-0.75,
15:16:07:867,-1.25,1.50,1.18,-0.31,-1.40,-0.73,
15:16:07:867,-1.32,1.30,1.22,-0.31,-1.40,-0.73,
15:16:07:868,-1.32,1.30,1.22,-0.31,-1.38,-0.72,
15:16:07:868,-1.37,1.08,1.29,-0.31,-1.38,-0.72,
15:16:07:869,-1.37,1.08,1.29,-0.31,-1.36,-0.71,
15:16:07:869,-1.43,0.90,1.34,-0.31,-1.36,-0.71,
15:16:07:870,-1.43,0.90,1.34,-0.31,-1.33,-0.69,
15:16:07:870,-1.47,0.66,1.42,-0.31,-1.33,-0.69,
15:16:07:870,-1.47,0.66,1.42,-0.31,-1.29,-0.69,
15:16:07:871,-1.54,0.48,1.46,-0.31,-1.29,-0.69,
15:16:07:871,-1.54,0.48,1.46,-0.30,-1.24,-0.68,
15:16:07:871,-1.68,0.33,1.41,-0.30,-1.24,-0.68,
15:16:07:872,-1.68,0.33,1.41,-0.30,-1.19,-0.67,
15:16:07:872,-1.86,0.27,1.38,-0.30,-1.19,-0.67,
15:16:07:873,-1.86,0.27,1.38,-0.29,-1.13,-0.66,
15:16:07:873,-2.03,0.22,1.24,-0.29,-1.13,-0.66,
15:16:07:874,-2.15,0.11,1.08,-0.29,-1.13,-0.66,
15:16:07:874,-2.15,0.11,1.08,-0.30,-1.07,-0.64,
15:16:07:874,-2.15,0.11,1.08,-0.32,-1.00,-0.63,
15:16:07:875,-2.22,-0.05,0.94,-0.32,-1.00,-0.63,
15:16:07:875,-2.28,-0.28,0.88,-0.32,-1.00,-0.63,
15:16:07:876,-2.28,-0.28,0.88,-0.35,-0.94,-0.62,
15:16:07:876,-2.28,-0.28,0.88,-0.39,-0.88,-0.60,
15:16:07:876,-2.36,-0.51,0.75,-0.39,-0.88,-0.60,
15:16:07:877,-2.36,-0.51,0.75,-0.44,-0.84,-0.58,
15:16:07:877,-2.43,-0.76,0.68,-0.44,-0.84,-0.58,
15:16:07:877,-2.43,-1.09,0.66,-0.44,-0.84,-0.58,
15:16:07:878,-2.43,-1.09,0.66,-0.50,-0.81,-0.56,
15:16:07:878,-2.43,-1.09,0.66,-0.57,-0.79,-0.54,
15:16:07:879,-2.44,-1.39,0.65,-0.57,-0.79,-0.54,
15:16:07:879,-2.44,-1.39,0.65,-0.63,-0.77,-0.51,
15:16:07:879,-2.38,-1.71,0.70,-0.63,-0.77,-0.51,
15:16:07:880,-2.38,-1.71,0.70,-0.70,-0.74,-0.49,
15:16:07:880,-2.31,-2.02,0.87,-0.70,-0.74,-0.49,
15:16:07:881,-2.31,-2.02,0.87,-0.75,-0.72,-0.46,
15:16:07:881,-2.16,-2.33,1.11,-0.75,-0.72,-0.46,
15:16:07:881,-1.91,-2.67,1.45,-0.75,-0.72,-0.46,
15:16:07:882,-1.91,-2.67,1.45,-0.80,-0.69,-0.44,
15:16:07:882,-1.77,-3.03,1.72,-0.80,-0.69,-0.44,
15:16:07:882,-1.77,-3.03,1.72,-0.82,-0.65,-0.43,
15:16:07:883,-1.77,-3.03,1.72,-0.83,-0.60,-0.42,
15:16:07:883,-1.77,-3.36,2.20,-0.83,-0.60,-0.42,
15:16:07:884,-1.77,-3.36,2.20,-0.82,-0.53,-0.41,
15:16:07:884,-1.65,-3.60,2.69,-0.82,-0.53,-0.41,
15:16:07:884,-1.65,-3.60,2.69,-0.78,-0.47,-0.41,
15:16:07:885,-1.46,-3.72,3.09,-0.78,-0.47,-0.41,
15:16:07:885,-1.46,-3.72,3.09,-0.73,-0.40,-0.42,
15:16:07:886,-1.46,-3.72,3.09,-0.67,-0.34,-0.43,
15:16:07:886,-1.46,-3.72,3.09,-0.62,-0.25,-0.45,
15:16:07:886,-1.48,-3.72,3.13,-0.62,-0.25,-0.45,
15:16:07:887,-1.48,-3.72,3.13,-0.56,-0.15,-0.47,
15:16:07:887,-1.49,-3.72,3.16,-0.56,-0.15,-0.47,
15:16:07:887,-1.51,-3.72,3.19,-0.56,-0.15,-0.47,
15:16:07:888,-1.62,-3.49,3.78,-0.56,-0.15,-0.47,
15:16:07:888,-1.62,-3.49,3.78,-0.50,-0.05,-0.49,
15:16:07:889,-1.69,-3.54,3.86,-0.50,-0.05,-0.49,
15:16:07:889,-1.69,-3.54,3.86,-0.43,0.06,-0.51,
15:16:07:889,-1.81,-3.70,3.67,-0.43,0.06,-0.51,
15:16:07:890,-2.09,-3.91,3.38,-0.43,0.06,-0.51,
15:16:07:890,-2.40,-4.11,3.13,-0.43,0.06,-0.51,
15:16:07:891,-2.40,-4.11,3.13,-0.37,0.19,-0.55,
15:16:07:891,-2.40,-4.11,3.13,-0.33,0.35,-0.58,
15:16:07:891,-2.40,-4.11,3.13,-0.31,0.51,-0.61,
15:16:07:892,-2.40,-4.11,3.13,-0.30,0.66,-0.64,
15:16:07:892,-2.68,-4.24,3.03,-0.30,0.66,-0.64,
15:16:07:892,-2.99,-4.32,3.09,-0.30,0.66,-0.64,
15:16:07:893,-2.99,-4.32,3.09,-0.31,0.79,-0.67,
15:16:07:918,-3.39,-4.32,3.27,-0.31,0.79,-0.67,
15:16:07:919,-3.39,-4.32,3.27,-0.31,0.91,-0.68,
15:16:07:919,-3.80,-4.29,3.56,-0.31,0.91,-0.68,
15:16:07:920,-4.15,-4.24,3.90,-0.31,0.91,-0.68,
15:16:07:920,-4.15,-4.24,3.90,-0.31,0.99,-0.67,
15:16:07:921,-4.51,-4.11,4.20,-0.31,0.99,-0.67,
15:16:07:921,-4.51,-4.11,4.20,-0.28,1.05,-0.65,
15:16:07:921,-4.88,-3.95,4.47,-0.28,1.05,-0.65,
15:16:07:922,-4.88,-3.95,4.47,-0.23,1.09,-0.61,
15:16:07:922,-4.88,-3.95,4.47,-0.15,1.10,-0.55,
15:16:07:923,-5.22,-3.83,4.67,-0.15,1.10,-0.55,
15:16:07:923,-5.22,-3.83,4.67,-0.05,1.11,-0.48,
15:16:07:924,-5.46,-3.61,4.96,-0.05,1.11,-0.48,
15:16:07:924,-5.46,-3.61,4.96,0.08,1.12,-0.39,
15:16:07:925,-5.65,-3.24,5.13,0.08,1.12,-0.39,
15:16:07:925,-5.65,-3.24,5.13,0.22,1.12,-0.30,
15:16:07:925,-5.79,-2.77,5.06,0.22,1.12,-0.30,
15:16:07:926,-5.79,-2.77,5.06,0.37,1.12,-0.19,
15:16:07:926,-5.80,-2.20,4.82,0.37,1.12,-0.19,
15:16:07:927,-5.80,-2.20,4.82,0.51,1.12,-0.10,
15:16:07:927,-5.70,-1.79,4.32,0.51,1.12,-0.10,
15:16:07:928,-5.70,-1.79,4.32,0.63,1.12,-0.01,
15:16:07:928,-5.52,-1.57,3.50,0.63,1.12,-0.01,
15:16:07:928,-5.52,-1.57,3.50,0.71,1.11,0.05,
15:16:07:929,-5.29,-1.67,2.48,0.71,1.11,0.05,
15:16:07:929,-4.97,-1.90,1.76,0.71,1.11,0.05,
15:16:07:930,-4.97,-1.90,1.76,0.75,1.11,0.10,
15:16:07:930,-4.97,-1.90,1.76,0.75,1.09,0.14,
15:16:07:930,-4.81,-2.05,1.23,0.75,1.09,0.14,
15:16:07:931,-4.81,-2.05,1.23,0.72,1.06,0.17,
15:16:07:931,-4.66,-2.11,0.71,0.72,1.06,0.17,
15:16:07:932,-4.58,-2.10,0.42,0.72,1.06,0.17,
15:16:07:932,-4.58,-2.10,0.42,0.65,1.03,0.21,
15:16:07:933,-4.58,-2.10,0.42,0.57,0.98,0.26,
15:16:07:933,-4.54,-2.03,0.18,0.57,0.98,0.26,
15:16:07:933,-4.48,-1.95,0.07,0.57,0.98,0.26,
15:16:07:934,-4.48,-1.95,0.07,0.48,0.91,0.32,
15:16:07:934,-4.48,-1.95,0.07,0.39,0.85,0.37,
15:16:07:935,-4.38,-1.83,0.09,0.39,0.85,0.37,
15:16:07:935,-4.38,-1.83,0.09,0.31,0.77,0.42,
15:16:07:935,-4.18,-1.71,0.16,0.31,0.77,0.42,
15:16:07:936,-4.18,-1.71,0.16,0.25,0.68,0.47,
15:16:07:936,-3.97,-1.59,0.18,0.25,0.68,0.47,
15:16:07:937,-3.97,-1.59,0.18,0.21,0.58,0.51,
15:16:07:937,-3.83,-1.40,0.10,0.21,0.58,0.51,
15:16:07:937,-3.83,-1.40,0.10,0.17,0.50,0.55,
15:16:07:938,-3.70,-1.22,0.00,0.17,0.50,0.55,
15:16:07:938,-3.70,-1.22,0.00,0.13,0.42,0.58,
15:16:07:939,-3.49,-1.01,-0.11,0.13,0.42,0.58,
15:16:07:939,-3.24,-0.83,-0.21,0.13,0.42,0.58,
15:16:07:939,-3.24,-0.83,-0.21,0.10,0.36,0.61,
15:16:07:940,-2.95,-0.66,-0.23,0.10,0.36,0.61,
15:16:07:940,-2.95,-0.66,-0.23,0.06,0.31,0.63,
15:16:07:941,-2.95,-0.66,-0.23,0.03,0.26,0.65,
15:16:07:941,-2.71,-0.49,-0.21,0.03,0.26,0.65,
15:16:07:941,-2.44,-0.33,-0.20,0.03,0.26,0.65,
15:16:07:942,-2.44,-0.33,-0.20,0.01,0.23,0.66,
15:16:07:942,-2.44,-0.33,-0.20,-0.02,0.20,0.66,
15:16:07:942,-2.19,-0.19,-0.26,-0.02,0.20,0.66,
15:16:07:943,-2.02,-0.11,-0.31,-0.02,0.20,0.66,
15:16:07:943,-2.02,-0.11,-0.31,-0.04,0.18,0.65,
15:16:07:944,-2.02,-0.11,-0.31,-0.06,0.18,0.64,
15:16:07:944,-1.86,-0.04,-0.33,-0.06,0.18,0.64,
15:16:07:944,-1.86,-0.04,-0.33,-0.07,0.19,0.62,
15:16:07:945,-1.79,0.07,-0.31,-0.07,0.19,0.62,
15:16:07:945,-1.79,0.07,-0.31,-0.08,0.20,0.60,
15:16:07:946,-1.73,0.20,-0.32,-0.08,0.20,0.60,
15:16:07:946,-1.73,0.20,-0.32,-0.09,0.23,0.59,
15:16:07:947,-1.73,0.38,-0.19,-0.09,0.23,0.59,
15:16:07:947,-1.73,0.38,-0.19,-0.09,0.25,0.59,
15:16:07:947,-1.70,0.59,-0.05,-0.09,0.25,0.59,
15:16:07:948,-1.70,0.59,-0.05,-0.07,0.28,0.59,
15:16:07:948,-1.66,0.80,0.04,-0.07,0.28,0.59,
15:16:07:948,-1.66,0.80,0.04,-0.05,0.32,0.59,
15:16:07:949,-1.68,1.05,0.06,-0.05,0.32,0.59,
15:16:07:949,-1.73,1.35,0.09,-0.05,0.32,0.59,
15:16:07:950,-1.73,1.35,0.09,-0.02,0.37,0.60,
15:16:11:157,-1.73,1.35,0.09,0.01,0.43,0.62,
15:16:11:161,-1.76,1.60,0.09,0.01,0.43,0.62,
15:16:11:162,-1.76,1.60,0.09,0.05,0.48,0.64,
15:16:11:162,-1.75,1.84,0.08,0.05,0.48,0.64,
15:16:11:162,-1.75,1.84,0.08,0.09,0.53,0.66,
15:16:11:163,-1.75,2.04,0.12,0.09,0.53,0.66,
15:16:11:164,-1.75,2.04,0.12,0.12,0.57,0.68,
15:16:11:165,-1.81,2.26,0.15,0.12,0.57,0.68,
15:16:11:166,-1.77,2.49,0.16,0.12,0.57,0.68,
15:16:11:167,-1.77,2.49,0.16,0.16,0.61,0.70,
15:16:11:169,-1.77,2.49,0.16,0.20,0.63,0.73,
15:16:11:170,-1.61,2.72,0.19,0.20,0.63,0.73,
15:16:11:171,-1.61,2.72,0.19,0.25,0.64,0.75,
15:16:11:171,-1.50,2.98,0.15,0.25,0.64,0.75,
15:16:11:172,-1.43,3.19,-0.02,0.25,0.64,0.75,
15:16:11:173,-1.43,3.19,-0.02,0.29,0.64,0.77,
15:16:11:173,-1.39,3.20,-0.04,0.29,0.64,0.77,
15:16:11:174,-1.34,3.20,-0.06,0.29,0.64,0.77,
15:16:11:174,-1.12,3.44,-0.63,0.29,0.64,0.77,
15:16:11:175,-0.90,3.48,-0.82,0.29,0.64,0.77,
15:16:11:175,-0.77,3.56,-1.03,0.29,0.64,0.77,
15:16:11:175,-0.65,3.60,-1.19,0.29,0.64,0.77,
15:16:11:175,-0.62,3.63,-1.35,0.29,0.64,0.77,
15:16:11:202,-0.60,3.61,-1.49,0.29,0.64,0.77,
15:16:11:203,-0.66,3.60,-1.52,0.29,0.64,0.77,
15:16:11:203,-0.68,3.55,-1.52,0.29,0.64,0.77,
15:16:11:204,-0.67,3.45,-1.41,0.29,0.64,0.77,
15:16:11:204,-0.73,3.31,-1.27,0.29,0.64,0.77,
15:16:11:205,-0.81,3.07,-1.10,0.29,0.64,0.77,
15:16:11:205,-0.80,2.87,-0.82,0.29,0.64,0.77,
15:16:11:206,-0.76,2.83,-0.46,0.29,0.64,0.77,
15:16:11:206,-0.67,2.86,-0.12,0.29,0.64,0.77,
15:16:11:207,-0.58,2.91,0.07,0.29,0.64,0.77,
15:16:11:207,-0.41,2.96,0.10,0.29,0.64,0.77,
15:16:11:207,-0.22,3.04,0.10,0.29,0.64,0.77,
