
time,ax,ay,az,wx,wy,wz,
17:25:36:087,1.11,1.61,2.87,-0.30,0.76,0.64,
17:25:36:088,1.57,1.82,3.59,-0.30,0.76,0.64,
17:25:36:088,1.59,1.51,4.29,-0.30,0.76,0.64,
17:25:36:088,1.59,1.51,4.29,-0.30,0.71,0.66,
17:25:36:089,1.59,1.51,4.29,-0.31,0.59,0.63,
17:25:36:089,1.20,1.00,4.96,-0.31,0.59,0.63,
17:25:36:090,1.13,0.58,5.36,-0.31,0.59,0.63,
17:25:36:090,1.13,0.58,5.36,-0.29,0.39,0.56,
17:25:36:091,1.13,0.58,5.36,-0.26,0.15,0.45,
17:25:36:092,1.42,0.42,5.44,-0.26,0.15,0.45,
17:25:36:092,1.42,0.42,5.44,-0.23,-0.12,0.34,
17:25:36:093,1.91,0.42,5.58,-0.23,-0.12,0.34,
17:25:36:094,2.47,0.52,5.63,-0.23,-0.12,0.34,
17:25:36:094,2.47,0.52,5.63,-0.19,-0.38,0.23,
17:25:36:096,2.47,0.52,5.63,-0.14,-0.60,0.14,
17:25:36:097,2.74,0.76,5.64,-0.14,-0.60,0.14,
17:25:36:097,2.74,0.76,5.64,-0.08,-0.77,0.08,
17:25:36:098,2.76,1.01,5.75,-0.08,-0.77,0.08,
17:25:36:098,2.78,1.16,5.89,-0.08,-0.77,0.08,
17:25:36:099,2.78,1.16,5.89,-0.01,-0.89,0.02,
17:25:36:099,2.78,1.16,5.89,0.09,-0.98,-0.03,
17:25:36:100,2.77,1.28,6.11,0.09,-0.98,-0.03,
17:25:36:101,2.90,1.42,6.33,0.09,-0.98,-0.03,
17:25:36:102,2.90,1.42,6.33,0.19,-1.07,-0.10,
17:25:36:102,3.34,1.57,6.51,0.19,-1.07,-0.10,
17:25:36:103,3.34,1.57,6.51,0.30,-1.16,-0.17,
17:25:36:107,3.72,1.84,6.62,0.30,-1.16,-0.17,
17:25:36:107,3.72,1.84,6.62,0.41,-1.23,-0.26,
17:25:36:110,3.72,1.84,6.62,0.51,-1.30,-0.34,
17:25:36:111,4.03,2.14,6.69,0.51,-1.30,-0.34,
17:25:36:115,4.03,2.14,6.69,0.61,-1.36,-0.42,
17:25:36:116,4.20,2.50,6.36,0.61,-1.36,-0.42,
17:25:36:121,4.08,2.70,5.04,0.61,-1.36,-0.42,
17:25:36:122,4.08,2.70,5.04,0.70,-1.42,-0.49,
17:25:36:125,4.08,2.70,5.04,0.71,-1.44,-0.52,
17:25:36:132,2.28,1.21,-6.00,0.71,-1.44,-0.52,
17:25:36:135,2.28,1.21,-6.00,0.37,-1.30,-0.49,
17:25:36:135,-0.05,0.81,-29.08,0.37,-1.30,-0.49,
17:25:36:136,-0.05,0.81,-29.08,-0.38,-1.19,-0.32,
17:25:36:136,-10.10,5.38,-35.79,-0.38,-1.19,-0.32,
17:25:36:140,-10.10,5.38,-35.79,-1.15,-1.25,0.15,
17:25:36:141,-19.00,5.32,-35.71,-1.15,-1.25,0.15,
17:25:36:145,-19.00,5.32,-35.71,-1.32,-0.50,0.78,
17:25:36:146,-25.78,1.19,-27.77,-1.32,-0.50,0.78,
17:25:36:149,-25.78,1.19,-27.77,-0.68,1.34,1.36,
17:25:36:150,-24.82,-7.38,-5.97,-0.68,1.34,1.36,
17:25:36:156,-7.37,-17.61,3.90,-0.68,1.34,1.36,
17:25:36:156,-7.37,-17.61,3.90,-0.12,2.92,1.46,
17:25:36:159,-7.37,-17.61,3.90,-0.32,2.76,0.82,
17:25:36:159,7.00,-17.36,15.79,-0.32,2.76,0.82,
17:25:36:165,11.88,-12.39,19.34,-0.32,2.76,0.82,
17:25:36:166,11.88,-12.39,19.34,-0.40,1.45,-0.03,
17:25:36:169,9.39,-6.51,13.04,-0.40,1.45,-0.03,
17:25:36:170,9.39,-6.51,13.04,-0.24,0.09,-0.72,
17:25:36:174,3.25,-2.69,4.86,-0.24,0.09,-0.72,
17:25:36:175,3.25,-2.69,4.86,-0.16,-0.71,-1.07,
17:25:36:178,3.25,-2.69,4.86,-0.17,-0.88,-1.06,
17:25:36:179,-0.11,-2.91,-0.58,-0.17,-0.88,-1.06,
17:25:36:183,-0.11,-2.91,-0.58,-0.16,-0.58,-0.91,
17:25:36:184,0.41,-5.15,-0.81,-0.16,-0.58,-0.91,
17:25:36:188,0.41,-5.15,-0.81,-0.04,-0.12,-0.86,
17:25:36:189,0.71,-5.58,1.30,-0.04,-0.12,-0.86,
17:25:36:193,0.71,-5.58,1.30,0.11,0.27,-0.91,
17:25:36:194,-0.51,-3.29,2.17,0.11,0.27,-0.91,
17:25:36:198,-2.26,-0.23,1.79,0.11,0.27,-0.91,
17:25:36:198,-2.26,-0.23,1.79,0.21,0.53,-0.99,
17:25:36:203,-2.26,-0.23,1.79,0.22,0.62,-1.06,
17:25:36:203,-3.86,2.16,0.56,0.22,0.62,-1.06,
17:25:36:208,-3.86,2.16,0.56,0.16,0.53,-1.09,
17:25:36:209,-4.71,3.39,-0.72,0.16,0.53,-1.09,
17:25:36:215,-4.71,3.39,-0.72,0.09,0.34,-1.11,
17:25:36:216,-4.36,3.36,-1.79,0.09,0.34,-1.11,
17:25:36:221,-3.55,2.81,-2.45,0.09,0.34,-1.11,
17:25:36:224,-3.55,2.81,-2.45,0.03,0.10,-1.17,
17:25:36:225,-2.71,2.25,-2.66,0.03,0.10,-1.17,
17:25:36:226,-2.71,2.25,-2.66,-0.01,-0.16,-1.26,
17:25:36:234,-1.58,1.56,-2.15,-0.01,-0.16,-1.26,
17:25:36:235,-1.58,1.56,-2.15,-0.01,-0.39,-1.36,
17:25:36:237,-1.58,1.56,-2.15,0.02,-0.53,-1.45,
17:25:36:239,-0.09,0.55,-1.28,0.02,-0.53,-1.45,
17:25:36:239,-0.09,0.55,-1.28,0.06,-0.57,-1.51,
17:25:36:240,1.59,-0.78,-0.45,0.06,-0.57,-1.51,
17:25:36:242,3.23,-2.09,0.31,0.06,-0.57,-1.51,
17:25:36:244,3.23,-2.09,0.31,0.10,-0.52,-1.56,
17:25:36:246,3.23,-2.09,0.31,0.12,-0.39,-1.58,
17:25:36:247,4.19,-2.94,1.00,0.12,-0.39,-1.58,
17:25:36:251,4.19,-2.94,1.00,0.14,-0.23,-1.59,
17:25:36:252,4.36,-3.21,1.41,0.14,-0.23,-1.59,
17:25:36:257,3.79,-3.04,1.50,0.14,-0.23,-1.59,
17:25:36:257,3.79,-3.04,1.50,0.16,-0.06,-1.58,
17:25:36:261,3.79,-3.04,1.50,0.18,0.11,-1.56,
17:25:36:262,2.75,-2.78,1.25,0.18,0.11,-1.56,
17:25:36:266,1.82,-2.47,0.70,0.18,0.11,-1.56,
17:25:36:266,1.82,-2.47,0.70,0.20,0.24,-1.55,
17:25:36:271,1.01,-1.93,-0.27,0.20,0.24,-1.55,
17:25:36:272,1.01,-1.93,-0.27,0.24,0.33,-1.56,
17:25:36:301,1.01,-1.93,-0.27,0.28,0.42,-1.58,
17:25:36:302,0.55,-1.13,-0.87,0.28,0.42,-1.58,
17:25:36:302,0.56,-0.32,-1.08,0.28,0.42,-1.58,
17:25:36:303,0.56,-0.32,-1.08,0.33,0.50,-1.60,
17:25:36:304,0.85,0.36,-0.81,0.33,0.50,-1.60,
17:25:36:305,0.85,0.36,-0.81,0.37,0.57,-1.61,
17:25:36:306,0.85,0.36,-0.81,0.40,0.62,-1.60,
17:25:36:306,1.03,0.79,-0.33,0.40,0.62,-1.60,
17:25:36:307,1.03,0.79,-0.33,0.42,0.66,-1.56,
17:25:36:308,1.07,0.85,0.25,0.42,0.66,-1.56,
17:25:36:309,1.10,0.61,0.67,0.42,0.66,-1.56,
17:25:36:310,1.10,0.61,0.67,0.42,0.66,-1.52,
17:25:36:310,1.10,0.61,0.67,0.42,0.64,-1.47,
17:25:36:311,1.32,0.17,1.04,0.42,0.64,-1.47,
17:25:36:312,1.63,-0.29,1.23,0.42,0.64,-1.47,
17:25:36:312,1.63,-0.29,1.23,0.41,0.56,-1.43,
17:25:36:314,1.87,-0.54,1.33,0.41,0.56,-1.43,
17:25:36:315,1.87,-0.54,1.33,0.41,0.48,-1.40,
17:25:36:319,2.10,-0.54,1.57,0.41,0.48,-1.40,
17:25:36:323,2.10,-0.54,1.57,0.41,0.38,-1.35,
17:25:36:324,2.15,-0.29,1.70,0.41,0.38,-1.35,
17:25:36:325,2.15,-0.29,1.70,0.40,0.25,-1.31,
17:25:36:331,2.15,-0.29,1.70,0.38,0.09,-1.26,
17:25:36:332,2.02,0.08,1.69,0.38,0.09,-1.26,
17:25:36:334,1.72,0.43,1.73,0.38,0.09,-1.26,
17:25:36:335,1.72,0.43,1.73,0.35,-0.06,-1.21,
17:25:36:344,1.69,0.56,1.83,0.35,-0.06,-1.21,
17:25:36:345,1.69,0.56,1.83,0.32,-0.20,-1.15,
17:25:36:345,1.69,0.56,1.83,0.28,-0.31,-1.09,
17:25:36:346,1.73,0.48,1.84,0.28,-0.31,-1.09,
17:25:36:349,1.81,0.20,1.45,0.28,-0.31,-1.09,
17:25:36:349,1.81,0.20,1.45,0.26,-0.39,-1.02,
17:25:36:354,1.81,0.20,1.45,0.25,-0.41,-0.93,
17:25:36:355,2.09,0.07,1.17,0.25,-0.41,-0.93,
17:25:36:362,2.09,0.07,1.17,0.24,-0.40,-0.83,
17:25:36:363,2.21,0.19,0.78,0.24,-0.40,-0.83,
17:25:36:366,2.16,0.45,0.48,0.24,-0.40,-0.83,
17:25:36:368,2.16,0.45,0.48,0.24,-0.37,-0.71,
17:25:36:369,1.93,0.63,0.35,0.24,-0.37,-0.71,
17:25:36:369,1.93,0.63,0.35,0.23,-0.31,-0.59,
17:25:36:373,1.56,0.64,0.35,0.23,-0.31,-0.59,
17:25:36:374,1.56,0.64,0.35,0.23,-0.26,-0.47,
17:25:36:378,1.56,0.64,0.35,0.23,-0.21,-0.36,
17:25:36:379,1.13,0.50,0.40,0.23,-0.21,-0.36,
17:25:36:383,0.53,0.38,0.37,0.23,-0.21,-0.36,
17:25:36:384,0.53,0.38,0.37,0.23,-0.17,-0.25,
17:25:36:387,0.53,0.38,0.37,0.23,-0.12,-0.15,
17:25:36:388,0.10,0.31,0.36,0.23,-0.12,-0.15,
17:25:36:392,-0.06,0.26,0.42,0.23,-0.12,-0.15,
17:25:36:394,-0.06,0.26,0.42,0.22,-0.06,-0.07,
17:25:36:397,0.08,0.17,0.80,0.22,-0.06,-0.07,
17:25:36:397,0.08,0.17,0.80,0.21,-0.00,0.01,
17:25:36:402,0.42,-0.03,1.11,0.21,-0.00,0.01,
17:25:36:402,0.42,-0.03,1.11,0.20,0.04,0.08,
17:25:36:408,0.42,-0.03,1.11,0.19,0.06,0.14,
17:25:36:409,0.77,-0.35,1.44,0.19,0.06,0.14,
17:25:36:412,1.10,-0.63,1.62,0.19,0.06,0.14,
17:25:36:413,1.10,-0.63,1.62,0.19,0.07,0.19,
17:25:36:417,1.10,-0.63,1.62,0.20,0.07,0.24,
17:25:36:417,1.28,-0.72,1.83,0.20,0.07,0.24,
17:25:36:421,1.25,-0.62,1.83,0.20,0.07,0.24,
17:25:36:422,1.25,-0.62,1.83,0.20,0.04,0.28,
17:25:36:426,1.25,-0.62,1.83,0.19,-0.00,0.31,
17:25:36:427,1.01,-0.45,1.85,0.19,-0.00,0.31,
17:25:36:431,1.01,-0.45,1.85,0.18,-0.08,0.32,
17:25:36:432,0.53,-0.31,1.68,0.18,-0.08,0.32,
17:25:36:436,-0.14,-0.28,1.25,0.18,-0.08,0.32,
17:25:36:437,-0.14,-0.28,1.25,0.16,-0.16,0.33,
17:25:36:441,-0.75,-0.34,0.79,0.16,-0.16,0.33,
17:25:36:442,-0.75,-0.34,0.79,0.15,-0.22,0.33,
17:25:36:446,-0.75,-0.34,0.79,0.14,-0.24,0.34,
17:25:36:447,-0.93,-0.39,0.33,0.14,-0.24,0.34,
17:25:36:451,-0.93,-0.39,0.33,0.13,-0.25,0.35,
17:25:36:451,-0.75,-0.26,-0.18,0.13,-0.25,0.35,
17:25:36:455,-0.75,-0.26,-0.18,0.10,-0.25,0.35,
17:25:36:456,-0.46,0.12,-0.48,0.10,-0.25,0.35,
17:25:36:460,-0.46,0.12,-0.48,0.08,-0.24,0.37,
17:25:36:461,-0.21,0.59,-0.66,0.08,-0.24,0.37,
17:25:36:465,0.02,0.95,-0.73,0.08,-0.24,0.37,
17:25:36:466,0.02,0.95,-0.73,0.06,-0.21,0.41,
17:25:36:470,0.02,0.95,-0.73,0.05,-0.13,0.46,
17:25:36:471,0.22,1.09,-0.67,0.05,-0.13,0.46,
17:25:36:475,0.22,1.09,-0.67,0.05,-0.02,0.51,
17:25:36:476,0.38,1.00,-0.49,0.05,-0.02,0.51,
17:25:36:480,0.38,1.00,-0.49,0.04,0.11,0.58,
17:25:36:481,0.57,0.79,-0.08,0.04,0.11,0.58,
17:25:36:486,0.57,0.79,-0.08,0.03,0.23,0.63,
17:25:36:488,0.64,0.52,0.36,0.03,0.23,0.63,
17:25:36:490,0.64,0.52,0.36,0.01,0.31,0.68,
17:25:36:490,0.68,0.32,0.64,0.01,0.31,0.68,
17:25:36:495,0.68,0.32,0.64,-0.02,0.34,0.70,
17:25:36:496,0.51,0.17,0.81,-0.02,0.34,0.70,
17:25:36:500,0.51,0.17,0.81,-0.05,0.31,0.68,
17:25:36:501,-0.05,0.04,1.12,-0.05,0.31,0.68,
17:25:36:506,-0.05,0.04,1.12,-0.09,0.23,0.63,
17:25:36:507,-0.89,0.00,1.30,-0.09,0.23,0.63,
17:25:36:509,-1.49,-0.03,1.21,-0.09,0.23,0.63,
17:25:36:511,-1.49,-0.03,1.21,-0.13,0.12,0.57,
17:25:36:516,-1.53,-0.03,0.97,-0.13,0.12,0.57,
17:25:36:518,-1.53,-0.03,0.97,-0.17,0.01,0.52,
17:25:36:563,-1.53,-0.03,0.97,-0.21,-0.10,0.47,
17:25:36:563,-1.11,0.14,0.64,-0.21,-0.10,0.47,
17:25:36:564,-1.11,0.14,0.64,-0.26,-0.19,0.43,
17:25:36:565,-0.56,0.41,0.45,-0.26,-0.19,0.43,
17:25:36:565,-0.56,0.41,0.45,-0.30,-0.23,0.41,
17:25:36:566,-0.07,0.62,0.25,-0.30,-0.23,0.41,
17:25:36:567,-0.07,0.62,0.25,-0.32,-0.20,0.41,
17:25:36:567,0.39,0.67,0.03,-0.32,-0.20,0.41,
17:25:36:568,0.39,0.67,0.03,-0.34,-0.11,0.43,
17:25:36:568,0.78,0.54,-0.23,-0.34,-0.11,0.43,
17:25:36:569,0.78,0.54,-0.23,-0.35,0.01,0.48,
17:25:36:569,1.09,0.34,-0.49,-0.35,0.01,0.48,
17:25:36:570,1.09,0.34,-0.49,-0.37,0.16,0.53,
17:25:36:570,1.29,0.17,-0.71,-0.37,0.16,0.53,
17:25:36:571,1.29,0.17,-0.71,-0.37,0.35,0.58,
17:25:36:572,1.17,0.21,-0.89,-0.37,0.35,0.58,
17:25:36:572,0.96,0.48,-0.99,-0.37,0.35,0.58,
17:25:36:573,0.96,0.48,-0.99,-0.38,0.55,0.63,
17:25:36:573,0.67,0.90,-0.94,-0.38,0.55,0.63,
17:25:36:574,0.67,0.90,-0.94,-0.39,0.74,0.66,
17:25:36:574,0.22,1.20,-0.56,-0.39,0.74,0.66,
17:25:36:575,0.22,1.20,-0.56,-0.40,0.91,0.69,
17:25:36:576,0.22,1.20,-0.56,-0.41,1.03,0.71,
17:25:36:578,-0.08,1.20,0.01,-0.41,1.03,0.71,
17:25:36:578,-0.23,0.77,0.65,-0.41,1.03,0.71,
17:25:36:579,-0.23,0.77,0.65,-0.41,1.07,0.75,
17:25:36:582,-0.23,0.77,0.65,-0.40,1.06,0.76,
17:25:36:582,0.04,-0.07,0.92,-0.40,1.06,0.76,
17:25:36:587,0.04,-0.07,0.92,-0.38,0.99,0.75,
17:25:36:588,0.01,-0.97,0.88,-0.38,0.99,0.75,
17:25:36:593,0.01,-0.97,0.88,-0.35,0.88,0.71,
17:25:36:593,-0.32,-1.64,0.58,-0.35,0.88,0.71,
17:25:36:598,-0.32,-1.64,0.58,-0.32,0.77,0.65,
17:25:36:598,-0.82,-1.94,0.07,-0.32,0.77,0.65,
17:25:36:602,-1.56,-1.71,-0.38,-0.32,0.77,0.65,
17:25:36:603,-1.56,-1.71,-0.38,-0.28,0.68,0.59,
17:25:36:607,-1.56,-1.71,-0.38,-0.25,0.63,0.54,
17:25:36:608,-1.74,-1.31,-0.64,-0.25,0.63,0.54,
17:25:36:612,-1.91,-0.59,-0.79,-0.25,0.63,0.54,
17:25:36:613,-1.91,-0.59,-0.79,-0.23,0.62,0.48,
17:25:36:617,-1.91,-0.59,-0.79,-0.22,0.62,0.44,
17:25:36:618,-1.95,0.15,-0.57,-0.22,0.62,0.44,
17:25:36:622,-1.95,0.15,-0.57,-0.22,0.63,0.42,
17:25:36:624,-1.41,0.59,-0.36,-0.22,0.63,0.42,
17:25:36:625,-1.41,0.59,-0.36,-0.23,0.66,0.39,
17:25:36:626,-0.82,0.75,-0.27,-0.23,0.66,0.39,
17:25:36:633,-0.51,0.67,-0.10,-0.23,0.66,0.39,
17:25:36:634,-0.51,0.67,-0.10,-0.23,0.70,0.36,
17:25:36:635,-0.51,0.67,-0.10,-0.25,0.74,0.33,
17:25:36:636,-0.27,0.40,0.30,-0.25,0.74,0.33,
17:25:36:642,-0.27,0.40,0.30,-0.27,0.77,0.28,
17:25:36:643,-0.18,0.03,0.34,-0.27,0.77,0.28,
17:25:36:645,-0.12,-0.23,0.34,-0.27,0.77,0.28,
17:25:36:646,-0.12,-0.23,0.34,-0.30,0.82,0.21,
17:25:36:652,-0.13,-0.36,0.47,-0.30,0.82,0.21,
17:25:36:653,-0.13,-0.36,0.47,-0.31,0.86,0.12,
17:25:36:655,-0.47,-0.33,0.64,-0.31,0.86,0.12,
17:25:36:656,-0.47,-0.33,0.64,-0.33,0.89,0.02,
17:25:36:661,-0.93,-0.31,0.66,-0.33,0.89,0.02,
17:25:36:662,-0.93,-0.31,0.66,-0.34,0.90,-0.10,
17:25:36:665,-1.29,-0.38,0.31,-0.34,0.90,-0.10,
17:25:36:665,-1.29,-0.38,0.31,-0.35,0.87,-0.20,
17:25:36:671,-1.29,-0.38,0.31,-0.36,0.81,-0.31,
17:25:36:672,-1.52,-0.51,-0.09,-0.36,0.81,-0.31,
17:25:36:674,-1.52,-0.51,-0.09,-0.37,0.76,-0.42,
17:25:36:675,-1.62,-0.62,-0.41,-0.37,0.76,-0.42,
17:25:36:681,-1.59,-0.57,-0.71,-0.37,0.76,-0.42,
17:25:36:682,-1.59,-0.57,-0.71,-0.36,0.71,-0.54,
17:25:36:684,-1.52,-0.45,-0.85,-0.36,0.71,-0.54,
17:25:36:685,-1.52,-0.45,-0.85,-0.36,0.67,-0.65,
17:25:36:691,-1.52,-0.45,-0.85,-0.35,0.65,-0.75,
17:25:36:693,-1.52,-0.42,-1.00,-0.35,0.65,-0.75,
17:25:36:694,-1.52,-0.42,-1.00,-0.33,0.64,-0.85,
17:25:36:695,-1.72,-0.57,-1.08,-0.33,0.64,-0.85,
17:25:36:700,-1.72,-0.57,-1.08,-0.30,0.64,-0.93,
17:25:36:703,-1.94,-1.05,-1.03,-0.30,0.64,-0.93,
17:25:36:704,-1.87,-1.72,-0.96,-0.30,0.64,-0.93,
17:25:36:705,-1.87,-1.72,-0.96,-0.28,0.63,-0.99,
17:25:36:710,-1.87,-1.72,-0.96,-0.25,0.64,-1.06,
17:25:36:711,-1.67,-2.09,-0.75,-0.25,0.64,-1.06,
17:25:36:713,-1.67,-2.09,-0.75,-0.22,0.65,-1.13,
17:25:36:714,-1.30,-1.94,-0.26,-0.22,0.65,-1.13,
17:25:36:719,-1.30,-1.94,-0.26,-0.19,0.66,-1.18,
17:25:36:720,-0.78,-1.43,0.36,-0.19,0.66,-1.18,
17:25:36:723,-0.78,-1.43,0.36,-0.19,0.64,-1.22,
17:25:36:724,-0.43,-1.02,0.63,-0.19,0.64,-1.22,
17:25:36:728,-0.31,-0.99,0.68,-0.19,0.64,-1.22,
17:25:36:729,-0.31,-0.99,0.68,-0.18,0.61,-1.25,
17:25:36:732,-0.31,-0.99,0.68,-0.16,0.60,-1.29,
17:25:36:733,-0.31,-1.17,0.71,-0.16,0.60,-1.29,
17:25:36:739,-0.31,-1.17,0.71,-0.15,0.59,-1.33,
17:25:36:740,-0.37,-1.29,0.98,-0.15,0.59,-1.33,
17:25:36:743,-0.37,-1.29,0.98,-0.14,0.55,-1.37,
17:25:36:744,-0.55,-1.25,1.07,-0.14,0.55,-1.37,
17:25:36:749,-0.55,-1.25,1.07,-0.15,0.50,-1.40,
17:25:36:750,-0.64,-1.17,0.86,-0.15,0.50,-1.40,
17:25:36:752,-0.64,-1.17,0.86,-0.15,0.46,-1.44,
17:25:36:753,-0.69,-1.12,0.64,-0.15,0.46,-1.44,
17:25:36:757,-0.69,-1.12,0.64,-0.14,0.45,-1.46,
17:25:36:758,-0.70,-1.06,0.46,-0.14,0.45,-1.46,
17:25:36:805,-0.70,-1.06,0.46,-0.13,0.45,-1.48,
17:25:36:805,-0.67,-1.03,0.35,-0.13,0.45,-1.48,
17:25:36:806,-0.67,-1.03,0.35,-0.11,0.45,-1.49,
17:25:36:806,-0.63,-0.97,0.20,-0.11,0.45,-1.49,
17:25:36:807,-0.63,-0.97,0.20,-0.10,0.45,-1.49,
17:25:36:807,-0.62,-0.96,-0.05,-0.10,0.45,-1.49,
17:25:36:808,-0.65,-0.95,-0.29,-0.10,0.45,-1.49,
17:25:36:808,-0.65,-0.95,-0.29,-0.10,0.46,-1.50,
17:25:36:809,-0.65,-0.95,-0.29,-0.08,0.47,-1.51,
17:25:36:810,-0.79,-0.88,-0.55,-0.08,0.47,-1.51,
17:25:36:811,-0.79,-0.88,-0.55,-0.08,0.48,-1.51,
17:25:36:811,-0.94,-0.71,-0.61,-0.08,0.48,-1.51,
17:25:36:812,-0.94,-0.71,-0.61,-0.08,0.49,-1.50,
17:25:36:812,-1.02,-0.52,-0.70,-0.08,0.49,-1.50,
17:25:36:813,-0.83,-0.38,-0.87,-0.08,0.49,-1.50,
17:25:36:813,-0.83,-0.38,-0.87,-0.07,0.51,-1.48,
17:25:36:815,-0.74,-0.25,-0.80,-0.07,0.51,-1.48,
17:25:36:815,-0.74,-0.25,-0.80,-0.07,0.55,-1.46,
17:25:36:816,-0.63,-0.14,-0.74,-0.07,0.55,-1.46,
17:25:36:816,-0.63,-0.14,-0.74,-0.07,0.57,-1.43,
17:25:36:817,-0.63,-0.14,-0.74,-0.08,0.59,-1.40,
17:25:36:818,-0.37,-0.14,-0.53,-0.08,0.59,-1.40,
17:25:36:819,-0.37,-0.14,-0.53,-0.08,0.61,-1.39,
17:25:36:820,-0.36,-0.14,-0.29,-0.08,0.61,-1.39,
17:25:36:821,-0.36,-0.14,-0.29,-0.07,0.64,-1.38,
17:25:36:821,-0.43,-0.13,-0.12,-0.07,0.64,-1.38,
17:25:36:825,-0.49,-0.21,-0.02,-0.07,0.64,-1.38,
17:25:36:825,-0.49,-0.21,-0.02,-0.06,0.65,-1.37,
17:25:36:830,-0.60,-0.43,-0.30,-0.06,0.65,-1.37,
17:25:36:831,-0.60,-0.43,-0.30,-0.05,0.65,-1.34,
17:25:36:834,-0.60,-0.43,-0.30,-0.03,0.67,-1.32,
17:25:36:835,-0.48,-0.79,-0.58,-0.03,0.67,-1.32,
17:25:36:839,-0.48,-0.79,-0.58,-0.01,0.71,-1.29,
17:25:36:839,-0.37,-1.08,-0.87,-0.01,0.71,-1.29,
17:25:36:845,-0.53,-1.21,-1.18,-0.01,0.71,-1.29,
17:25:36:846,-0.53,-1.21,-1.18,0.03,0.77,-1.27,
17:25:36:850,-0.78,-1.36,-1.26,0.03,0.77,-1.27,
17:25:36:851,-0.78,-1.36,-1.26,0.05,0.84,-1.24,
17:25:36:855,-0.78,-1.36,-1.26,0.06,0.91,-1.21,
17:25:36:855,-0.92,-1.51,-1.21,0.06,0.91,-1.21,
17:25:36:859,-1.13,-1.71,-0.98,0.06,0.91,-1.21,
17:25:36:861,-1.13,-1.71,-0.98,0.08,0.97,-1.19,
17:25:36:865,-1.13,-1.71,-0.98,0.11,1.02,-1.19,
17:25:36:866,-1.38,-2.03,-0.94,0.11,1.02,-1.19,
17:25:36:868,-1.38,-2.03,-0.94,0.13,1.06,-1.21,
17:25:36:869,-1.80,-2.43,-0.88,0.13,1.06,-1.21,
17:25:36:876,-2.02,-2.85,-0.77,0.13,1.06,-1.21,
17:25:36:878,-2.02,-2.85,-0.77,0.14,1.11,-1.24,
17:25:36:879,-2.02,-2.85,-0.77,0.16,1.14,-1.28,
17:25:36:880,-2.16,-3.22,-0.69,0.16,1.14,-1.28,
17:25:36:885,-2.16,-3.22,-0.69,0.17,1.17,-1.33,
17:25:36:886,-2.43,-3.73,-0.63,0.17,1.17,-1.33,
17:25:36:888,-2.69,-4.00,-0.39,0.17,1.17,-1.33,
17:25:36:890,-2.69,-4.00,-0.39,0.18,1.22,-1.38,
17:25:36:893,-2.69,-4.00,-0.39,0.18,1.26,-1.42,
17:25:36:894,-2.84,-4.11,-0.08,0.18,1.26,-1.42,
17:25:36:898,-3.04,-4.18,0.25,0.18,1.26,-1.42,
17:25:36:899,-3.04,-4.18,0.25,0.18,1.29,-1.48,
17:25:36:905,-3.04,-4.18,0.25,0.18,1.30,-1.55,
17:25:36:907,-3.23,-4.26,0.42,0.18,1.30,-1.55,
17:25:36:908,-3.28,-4.38,0.36,0.18,1.30,-1.55,
17:25:36:909,-3.28,-4.38,0.36,0.19,1.31,-1.62,
17:25:36:914,-3.28,-4.38,0.36,0.20,1.32,-1.71,
17:25:36:916,-3.45,-4.28,0.29,0.20,1.32,-1.71,
17:25:36:917,-3.45,-4.28,0.29,0.22,1.34,-1.80,
17:25:36:918,-3.92,-5.19,-0.18,0.22,1.34,-1.80,
17:25:36:924,-4.46,-5.79,-1.04,0.22,1.34,-1.80,
17:25:36:926,-4.46,-5.79,-1.04,0.23,1.36,-1.88,
17:25:36:927,-4.46,-5.79,-1.04,0.24,1.39,-1.96,
17:25:36:928,-5.05,-6.25,-2.58,0.24,1.39,-1.96,
17:25:36:933,-5.05,-6.25,-2.58,0.25,1.49,-2.06,
17:25:36:936,-5.85,-6.82,-4.35,0.25,1.49,-2.06,
17:25:36:937,-5.85,-6.82,-4.35,0.24,1.64,-2.18,
17:25:36:938,-6.91,-7.40,-5.73,0.24,1.64,-2.18,
17:25:36:941,-6.91,-7.40,-5.73,0.21,1.84,-2.32,
17:25:36:942,-8.16,-7.89,-6.36,0.21,1.84,-2.32,
17:25:36:947,-8.16,-7.89,-6.36,0.17,2.04,-2.46,
17:25:36:948,-9.45,-8.37,-6.25,0.17,2.04,-2.46,
17:25:36:953,-9.45,-8.37,-6.25,0.12,2.19,-2.60,
17:25:36:955,-10.57,-9.10,-5.75,0.12,2.19,-2.60,
17:25:36:956,-10.57,-9.10,-5.75,0.08,2.28,-2.77,
17:25:36:958,-11.47,-10.09,-5.13,0.08,2.28,-2.77,
17:25:36:963,-11.47,-10.09,-5.13,0.05,2.28,-2.96,
17:25:36:965,-11.84,-10.27,-4.78,0.05,2.28,-2.96,
17:25:36:966,-11.84,-10.27,-4.78,0.04,2.24,-3.17,
17:25:36:967,-12.06,-11.93,-6.04,0.04,2.24,-3.17,
17:25:36:971,-11.91,-14.37,-7.59,0.04,2.24,-3.17,
17:25:36:973,-11.91,-14.37,-7.59,-0.02,2.26,-3.40,
17:25:36:975,-11.91,-14.37,-7.59,-0.13,2.36,-3.64,
17:25:36:976,-11.46,-16.30,-9.69,-0.13,2.36,-3.64,
17:25:36:982,-11.46,-16.30,-9.69,-0.27,2.56,-3.86,
