
time,ax,ay,az,wx,wy,wz,
17:11:53:926,30.19,-33.55,2.02,-0.29,-2.26,4.12,
17:11:53:926,29.47,-31.28,2.11,-0.29,-2.26,4.12,
17:11:53:926,29.17,-30.11,4.03,-0.29,-2.26,4.12,
17:11:53:926,28.58,-29.41,5.07,-0.29,-2.26,4.12,
17:11:53:926,27.65,-29.11,6.19,-0.29,-2.26,4.12,
17:11:53:927,26.97,-29.05,5.62,-0.29,-2.26,4.12,
17:11:53:927,26.97,-29.05,5.62,-0.23,-1.71,4.70,
17:11:53:927,26.97,-29.05,5.62,-0.40,-1.02,5.29,
17:11:53:943,26.97,-29.05,5.62,-1.12,-0.70,5.80,
17:11:53:943,26.97,-29.05,5.62,-1.64,-0.94,6.40,
17:11:53:943,26.97,-29.05,5.62,-2.25,-1.48,6.97,
17:11:53:944,26.97,-29.05,5.62,-3.49,-1.36,7.25,
17:11:53:944,26.97,-29.05,5.62,-6.27,1.17,6.86,
17:11:53:944,26.97,-29.05,5.62,-9.29,6.30,5.85,
17:11:53:944,26.97,-29.05,5.62,1.61,9.70,7.64,
17:11:53:945,26.97,-29.05,5.62,3.60,-1.75,12.01,
17:11:53:945,26.97,-29.05,5.62,-3.64,-11.54,12.62,
17:11:53:945,26.97,-29.05,5.62,-4.92,-3.52,10.88,
17:11:53:946,26.97,-29.05,5.62,-3.70,2.55,9.21,
17:11:53:946,26.97,-29.05,5.62,-2.44,1.52,7.86,
17:11:53:946,26.97,-29.05,5.62,-1.44,-0.03,7.48,
17:11:53:946,26.97,-29.05,5.62,-0.43,-0.34,6.99,
17:11:53:947,26.97,-29.05,5.62,0.03,-1.38,6.00,
17:11:53:947,26.97,-29.05,5.62,-0.78,-1.18,5.36,
17:11:53:947,26.97,-29.05,5.62,-1.40,0.84,5.38,
17:11:53:947,26.97,-29.05,5.62,-1.24,0.95,5.42,
17:11:53:948,26.97,-29.05,5.62,-1.04,-0.71,4.87,
17:11:53:948,26.97,-29.05,5.62,-1.15,-1.94,3.81,
17:11:53:948,26.97,-29.05,5.62,-1.49,-2.05,2.93,
17:11:53:948,26.97,-29.05,5.62,-1.38,-1.57,2.80,
17:11:53:949,26.97,-29.05,5.62,-0.81,-1.25,3.07,
17:11:53:949,26.97,-29.05,5.62,-0.60,-1.34,2.90,
17:11:53:949,26.97,-29.05,5.62,-0.75,-1.72,2.50,
17:11:53:949,26.97,-29.05,5.62,-0.64,-1.95,2.09,
17:11:53:950,26.97,-29.05,5.62,-0.25,-1.95,1.77,
17:11:53:950,26.97,-29.05,5.62,0.03,-1.84,1.55,
17:11:53:950,26.97,-29.05,5.62,0.18,-1.79,1.41,
17:11:53:950,26.97,-29.05,5.62,0.27,-1.87,1.27,
17:11:53:950,26.97,-29.05,5.62,0.35,-2.07,1.15,
17:11:53:951,26.97,-29.05,5.62,0.46,-2.27,1.06,
17:11:53:951,26.97,-29.05,5.62,0.56,-2.52,0.98,
17:11:53:951,26.97,-29.05,5.62,0.60,-3.01,0.85,
17:11:53:951,26.97,-29.05,5.62,0.63,-3.72,0.60,
17:11:53:952,26.97,-29.05,5.62,0.54,-4.45,0.24,
17:11:53:953,26.97,-29.05,5.62,0.40,-4.84,-0.11,
17:11:53:953,26.97,-29.05,5.62,0.35,-4.92,-0.32,
17:11:53:953,26.97,-29.05,5.62,0.41,-4.82,-0.38,
17:11:53:954,26.97,-29.05,5.62,0.67,-4.56,-0.38,
17:11:53:954,26.97,-29.05,5.62,1.00,-4.19,-0.36,
17:11:53:954,26.97,-29.05,5.62,1.19,-3.66,-0.32,
17:11:53:955,26.97,-29.05,5.62,1.36,-2.69,-0.24,
17:11:53:955,26.97,-29.05,5.62,1.44,-1.34,-0.07,
17:11:53:955,26.97,-29.05,5.62,1.23,0.16,0.34,
17:11:53:956,26.97,-29.05,5.62,1.06,1.39,1.09,
17:11:53:956,26.97,-29.05,5.62,0.92,2.16,2.21,
17:11:53:956,26.97,-29.05,5.62,0.45,2.66,3.54,
17:11:53:956,26.97,-29.05,5.62,-0.49,3.03,5.02,
17:11:53:957,26.97,-29.05,5.62,-1.12,3.58,6.34,
17:11:53:957,26.97,-29.05,5.62,-1.29,4.35,7.14,
17:11:53:957,26.97,-29.05,5.62,-1.34,5.03,7.35,
17:11:53:957,26.97,-29.05,5.62,-1.33,5.06,7.00,
17:11:53:957,26.97,-29.05,5.62,-1.27,4.09,6.48,
17:11:53:958,26.97,-29.05,5.62,-1.19,2.26,6.23,
17:11:53:958,26.97,-29.05,5.62,-1.10,0.27,6.27,
17:11:53:958,26.97,-29.05,5.62,-0.96,-1.42,6.59,
17:11:53:958,26.97,-29.05,5.62,-0.74,-2.71,7.00,
17:11:53:958,26.97,-29.05,5.62,-0.41,-3.60,7.25,
17:11:53:958,26.97,-29.05,5.62,-0.06,-4.12,7.33,
17:11:53:959,26.97,-29.05,5.62,0.24,-4.44,7.37,
17:11:53:959,26.97,-29.05,5.62,0.45,-4.64,7.46,
17:11:53:959,26.97,-29.05,5.62,0.53,-4.65,7.62,
17:11:53:959,26.97,-29.05,5.62,0.46,-4.31,7.87,
17:11:53:959,26.97,-29.05,5.62,0.18,-3.65,8.17,
17:11:53:960,26.97,-29.05,5.62,-0.14,-2.79,8.44,
17:11:53:960,26.97,-29.05,5.62,-0.35,-2.04,8.60,
17:11:53:960,26.97,-29.05,5.62,-0.48,-1.70,8.59,
17:11:53:960,26.97,-29.05,5.62,-0.57,-1.69,8.34,
17:11:53:960,26.97,-29.05,5.62,-0.63,-1.61,7.96,
17:11:53:961,26.97,-29.05,5.62,-0.64,-1.37,7.62,
17:11:53:961,26.97,-29.05,5.62,-0.64,-1.10,7.29,
17:11:53:961,26.97,-29.05,5.62,-0.62,-0.96,6.91,
17:11:53:961,26.97,-29.05,5.62,-0.61,-0.93,6.46,
17:11:53:961,26.97,-29.05,5.62,-0.57,-0.95,5.93,
17:11:53:961,26.97,-29.05,5.62,-0.49,-0.93,5.29,
17:11:53:962,26.97,-29.05,5.62,-0.36,-0.86,4.53,
17:11:53:962,26.97,-29.05,5.62,-0.19,-0.75,3.68,
17:11:53:962,26.97,-29.05,5.62,-0.02,-0.59,2.78,
17:11:53:962,26.97,-29.05,5.62,0.09,-0.46,1.91,
17:11:53:962,26.97,-29.05,5.62,0.14,-0.44,1.11,
17:11:53:963,26.97,-29.05,5.62,0.18,-0.45,0.36,
17:11:53:963,26.97,-29.05,5.62,0.28,-0.33,-0.39,
17:11:53:963,26.97,-29.05,5.62,0.39,0.03,-1.17,
17:11:53:963,26.97,-29.05,5.62,0.34,0.72,-1.97,
17:11:53:963,26.97,-29.05,5.62,0.11,1.68,-2.74,
17:11:53:963,26.97,-29.05,5.62,-0.05,2.78,-3.46,
17:11:53:964,26.97,-29.05,5.62,-0.04,3.79,-4.16,
17:11:53:964,26.97,-29.05,5.62,0.12,4.36,-4.88,
17:11:53:964,26.97,-29.05,5.62,0.36,4.36,-5.70,
17:11:53:964,26.97,-29.05,5.62,0.64,3.95,-6.61,
17:11:53:965,26.97,-29.05,5.62,0.91,3.22,-7.59,
17:11:53:965,26.97,-29.05,5.62,1.13,2.20,-8.51,
17:11:53:965,26.97,-29.05,5.62,1.31,0.99,-9.19,
17:11:53:965,26.97,-29.05,5.62,1.45,-0.31,-9.61,
17:11:53:965,26.97,-29.05,5.62,1.53,-1.34,-9.95,
17:11:53:966,26.97,-29.05,5.62,1.51,-2.00,-10.36,
17:11:53:966,26.97,-29.05,5.62,1.40,-2.37,-10.83,
17:11:53:966,26.73,-29.31,7.09,1.40,-2.37,-10.83,
17:11:53:966,26.52,-29.56,7.23,1.40,-2.37,-10.83,
17:11:53:983,26.67,-29.68,7.07,1.40,-2.37,-10.83,
17:11:53:984,27.49,-29.33,5.38,1.40,-2.37,-10.83,
17:11:53:985,29.01,-28.31,3.67,1.40,-2.37,-10.83,
17:11:53:986,30.79,-26.35,0.13,1.40,-2.37,-10.83,
17:11:53:986,32.44,-23.69,-2.19,1.40,-2.37,-10.83,
17:11:53:987,33.88,-20.63,-5.21,1.40,-2.37,-10.83,
17:11:53:988,34.99,-17.13,-7.89,1.40,-2.37,-10.83,
17:11:53:989,35.34,-13.30,-8.39,1.40,-2.37,-10.83,
17:11:53:990,34.81,-9.35,-6.82,1.40,-2.37,-10.83,
17:11:53:990,33.08,-5.32,-5.20,1.40,-2.37,-10.83,
17:11:53:991,30.28,-0.96,-7.03,1.40,-2.37,-10.83,
17:11:53:991,26.99,3.29,-7.13,1.40,-2.37,-10.83,
17:11:53:992,23.99,7.40,-8.88,1.40,-2.37,-10.83,
17:11:53:992,21.40,11.00,-8.93,1.40,-2.37,-10.83,
17:11:53:993,19.31,13.54,-6.02,1.40,-2.37,-10.83,
17:11:53:993,17.26,14.21,-3.05,1.40,-2.37,-10.83,
17:11:53:993,15.86,14.65,-1.14,1.40,-2.37,-10.83,
17:11:53:994,13.91,13.49,-1.73,1.40,-2.37,-10.83,
17:11:53:994,11.39,11.02,-2.31,1.40,-2.37,-10.83,
17:11:53:994,9.03,7.45,-3.11,1.40,-2.37,-10.83,
17:11:53:994,9.66,3.78,-2.64,1.40,-2.37,-10.83,
17:11:53:994,11.35,0.98,-2.95,1.40,-2.37,-10.83,
17:11:53:995,13.45,-0.81,-4.58,1.40,-2.37,-10.83,
17:11:53:995,15.21,-1.94,-5.57,1.40,-2.37,-10.83,
17:11:53:995,16.41,-2.86,-5.79,1.40,-2.37,-10.83,
17:11:53:995,16.67,-3.93,-5.76,1.40,-2.37,-10.83,
17:11:53:996,15.97,-5.39,-5.59,1.40,-2.37,-10.83,
17:11:53:996,14.43,-7.29,-5.14,1.40,-2.37,-10.83,
17:11:53:996,12.47,-9.36,-4.74,1.40,-2.37,-10.83,
17:11:53:997,10.35,-11.34,-3.94,1.40,-2.37,-10.83,
17:11:53:997,8.46,-13.19,-1.27,1.40,-2.37,-10.83,
17:11:53:997,6.75,-14.52,-1.35,1.40,-2.37,-10.83,
17:11:53:997,4.94,-15.25,-1.21,1.40,-2.37,-10.83,
17:11:53:997,3.80,-15.55,-0.51,1.40,-2.37,-10.83,
17:11:53:998,4.16,-15.71,-1.50,1.40,-2.37,-10.83,
17:11:53:998,5.78,-16.21,-0.53,1.40,-2.37,-10.83,
17:11:53:998,7.32,-16.76,-0.56,1.40,-2.37,-10.83,
17:11:53:998,9.26,-18.16,-0.92,1.40,-2.37,-10.83,
17:11:53:999,9.91,-20.42,-0.12,1.40,-2.37,-10.83,
17:11:53:999,7.61,-22.76,2.17,1.40,-2.37,-10.83,
17:11:53:999,1.59,-24.23,4.19,1.40,-2.37,-10.83,
17:11:53:999,-5.65,-25.22,5.65,1.40,-2.37,-10.83,
17:11:54:000,-12.24,-26.32,6.80,1.40,-2.37,-10.83,
17:11:54:000,-17.84,-27.18,6.05,1.40,-2.37,-10.83,
17:11:54:000,-22.52,-27.68,3.68,1.40,-2.37,-10.83,
17:11:54:001,-26.67,-28.20,2.15,1.40,-2.37,-10.83,
17:11:54:001,-30.83,-29.98,0.97,1.40,-2.37,-10.83,
17:11:54:001,-35.21,-31.59,-0.95,1.40,-2.37,-10.83,
17:11:54:001,-41.54,-31.82,-7.17,1.40,-2.37,-10.83,
17:11:54:002,-44.45,-32.06,-15.59,1.40,-2.37,-10.83,
17:11:54:002,-44.81,-32.29,-22.18,1.40,-2.37,-10.83,
17:11:54:002,-45.12,-32.51,-27.34,1.40,-2.37,-10.83,
17:11:54:003,-45.34,-32.68,-24.78,1.40,-2.37,-10.83,
17:11:54:003,-45.53,-32.83,-17.00,1.40,-2.37,-10.83,
17:11:54:003,-45.66,-32.95,-11.29,1.40,-2.37,-10.83,
17:11:54:003,-45.66,-32.95,-11.29,1.23,-2.53,-11.23,
17:11:54:004,-45.66,-32.95,-11.29,1.01,-2.49,-11.50,
17:11:54:004,-45.66,-32.95,-11.29,0.79,-2.32,-11.64,
17:11:54:004,-45.66,-32.95,-11.29,0.61,-2.10,-11.70,
17:11:54:004,-45.66,-32.95,-11.29,0.42,-1.84,-11.73,
17:11:54:005,-45.66,-32.95,-11.29,0.22,-1.48,-11.72,
17:11:54:005,-45.66,-32.95,-11.29,0.04,-1.12,-11.64,
17:11:54:005,-45.66,-32.95,-11.29,-0.21,-0.72,-11.49,
17:11:54:005,-45.66,-32.95,-11.29,-0.45,-0.21,-11.32,
17:11:54:006,-45.66,-32.95,-11.29,-0.63,0.43,-11.17,
17:11:54:006,-45.66,-32.95,-11.29,-0.72,1.17,-11.05,
17:11:54:006,-45.66,-32.95,-11.29,-0.74,1.87,-10.99,
17:11:54:007,-45.66,-32.95,-11.29,-0.74,2.55,-11.02,
17:11:54:007,-45.66,-32.95,-11.29,-0.73,3.18,-11.13,
17:11:54:007,-45.66,-32.95,-11.29,-0.66,3.64,-11.23,
17:11:54:007,-45.66,-32.95,-11.29,-0.52,3.93,-11.28,
17:11:54:007,-45.66,-32.95,-11.29,-0.38,4.06,-11.29,
17:11:54:008,-45.66,-32.95,-11.29,-0.31,4.07,-11.31,
17:11:54:008,-45.66,-32.95,-11.29,-0.27,4.00,-11.38,
17:11:54:008,-45.66,-32.95,-11.29,-0.21,3.93,-11.49,
17:11:54:009,-45.66,-32.95,-11.29,-0.07,3.79,-11.64,
17:11:54:009,-45.66,-32.95,-11.29,0.22,3.43,-11.68,
17:11:54:009,-45.66,-32.95,-11.29,0.56,3.01,-11.46,
17:11:54:009,-45.66,-32.95,-11.29,0.79,2.92,-10.92,
17:11:54:010,-45.66,-32.95,-11.29,0.60,3.67,-10.10,
17:11:54:010,-45.66,-32.95,-11.29,0.06,5.17,-9.07,
17:11:54:010,-45.66,-32.95,-11.29,-0.33,6.28,-7.87,
17:11:54:010,-45.66,-32.95,-11.29,-0.28,6.09,-6.49,
17:11:54:011,-45.66,-32.95,-11.29,-0.02,4.57,-5.02,
17:11:54:011,-45.66,-32.95,-11.29,-0.03,2.60,-3.73,
17:11:54:011,-45.66,-32.95,-11.29,-0.19,0.85,-2.74,
17:11:54:011,-45.66,-32.95,-11.29,-0.02,-0.79,-1.99,
17:11:54:011,-45.66,-32.95,-11.29,0.31,-2.04,-1.53,
17:11:54:012,-45.66,-32.95,-11.29,0.25,-2.67,-1.12,
17:11:54:012,-45.66,-32.95,-11.29,-0.14,-2.84,-0.11,
17:11:54:012,-45.66,-32.95,-11.29,-0.42,-2.62,1.48,
17:11:54:012,-45.66,-32.95,-11.29,-0.43,-2.47,2.90,
17:11:54:013,-45.66,-32.95,-11.29,-0.30,-2.47,3.81,
17:11:54:013,-45.66,-32.95,-11.29,-0.37,-2.20,4.43,
17:11:54:013,-45.66,-32.95,-11.29,-1.10,-1.85,4.84,
17:11:54:013,-45.66,-32.95,-11.29,-1.55,-1.86,5.54,
17:11:54:013,-45.66,-32.95,-11.29,-2.30,-2.35,6.60,
17:11:54:014,-45.66,-32.95,-11.29,-2.56,-2.69,7.37,
17:11:54:014,-45.66,-32.95,-11.29,-3.51,-1.84,7.34,
17:11:54:014,-45.66,-32.95,-11.29,-6.14,2.22,6.62,
17:11:54:030,-45.66,-32.95,-11.29,-2.10,7.94,8.34,
17:11:54:031,-45.66,-32.95,-11.29,1.39,3.60,12.84,
17:11:54:031,-45.66,-32.95,-11.29,-2.69,-6.70,14.05,
17:11:54:032,-45.66,-32.95,-11.29,-5.03,-6.05,12.07,
17:11:54:032,-45.66,-32.95,-11.29,-4.69,-0.59,9.66,
17:11:54:032,-45.66,-32.95,-11.29,-2.98,1.06,7.73,
17:11:54:033,-45.66,-32.95,-11.29,-1.51,-0.18,7.21,
17:11:54:033,-45.66,-32.95,-11.29,-0.76,-0.23,7.44,
17:11:54:033,-45.66,-32.95,-11.29,-0.47,-0.31,6.55,
17:11:54:034,-45.66,-32.95,-11.29,-0.46,-0.74,5.61,
17:11:54:034,-45.66,-32.95,-11.29,-1.24,0.02,5.38,
17:11:54:035,-45.66,-32.95,-11.29,-1.77,0.59,5.23,
17:11:54:035,-45.66,-32.95,-11.29,-1.59,-0.23,4.95,
17:11:54:035,-45.66,-32.95,-11.29,-1.16,-1.42,4.46,
17:11:54:036,-45.66,-32.95,-11.29,-1.10,-2.13,3.89,
17:11:54:036,-45.66,-32.95,-11.29,-1.48,-1.87,3.34,
17:11:54:037,-45.66,-32.95,-11.29,-1.49,-1.44,3.21,
17:11:54:037,-45.66,-32.95,-11.29,-0.98,-1.44,3.44,
17:11:54:038,-45.66,-32.95,-11.29,-0.76,-1.76,3.33,
17:11:54:039,-45.66,-32.95,-11.29,-0.88,-1.99,2.87,
17:11:54:039,-45.66,-32.95,-11.29,-0.80,-2.11,2.39,
17:11:54:040,-45.66,-32.95,-11.29,-0.44,-2.20,2.14,
17:11:54:040,-45.66,-32.95,-11.29,-0.14,-2.20,2.03,
17:11:54:041,-45.66,-32.95,-11.29,0.01,-2.11,1.92,
17:11:54:041,-45.66,-32.95,-11.29,0.13,-2.00,1.80,
17:11:54:041,-45.66,-32.95,-11.29,0.25,-2.06,1.69,
17:11:54:042,-45.66,-32.95,-11.29,0.37,-2.21,1.59,
17:11:54:042,-45.66,-32.95,-11.29,0.47,-2.44,1.48,
17:11:54:042,-45.66,-32.95,-11.29,0.51,-2.85,1.30,
17:11:54:043,-45.66,-32.95,-11.29,0.51,-3.46,1.01,
17:11:54:043,-45.66,-32.95,-11.29,0.46,-4.05,0.63,
17:11:54:043,-45.66,-32.95,-11.29,0.43,-4.39,0.24,
17:11:54:043,-45.66,-32.95,-11.29,0.48,-4.48,-0.07,
17:11:54:044,-45.66,-32.95,-11.29,0.67,-4.38,-0.30,
17:11:54:044,-45.66,-32.95,-11.29,0.96,-4.16,-0.43,
17:11:54:044,-45.66,-32.95,-11.29,1.21,-3.85,-0.48,
17:11:54:044,-45.66,-32.95,-11.29,1.41,-3.30,-0.38,
17:11:54:045,-45.66,-32.95,-11.29,1.42,-2.42,-0.13,
17:11:54:045,-45.66,-32.95,-11.29,1.39,-1.34,0.19,
17:11:54:045,-45.66,-32.95,-11.29,1.44,-0.48,0.53,
17:11:54:045,-45.66,-32.95,-11.29,1.32,0.11,0.94,
17:11:54:046,-45.66,-32.95,-11.29,1.11,0.74,1.54,
17:11:54:046,-45.66,-32.95,-11.29,0.73,1.55,2.37,
17:11:54:046,-45.66,-32.95,-11.29,0.03,2.47,3.52,
17:11:54:046,-45.66,-32.95,-11.29,-0.38,3.77,4.84,
17:11:54:046,-45.66,-32.95,-11.29,-0.66,5.59,5.79,
17:11:54:047,-45.66,-32.95,-11.29,-0.96,7.21,6.11,
17:11:54:047,-45.66,-32.95,-11.29,-1.21,7.95,5.98,
17:11:54:047,-45.66,-32.95,-11.29,-1.40,7.42,5.75,
17:11:54:047,-45.66,-32.95,-11.29,-1.46,5.78,5.68,
17:11:54:048,-45.66,-32.95,-11.29,-1.42,3.70,5.83,
17:11:54:048,-45.66,-32.95,-11.29,-1.23,1.63,6.20,
17:11:54:048,-45.66,-32.95,-11.29,-0.95,-0.38,6.59,
17:11:54:048,-45.66,-32.95,-11.29,-0.70,-2.21,6.79,
17:11:54:049,-45.66,-32.95,-11.29,-0.50,-3.71,6.82,
17:11:54:049,-45.79,-33.09,-11.37,-0.50,-3.71,6.82,
17:11:54:049,-45.78,-29.07,-10.59,-0.50,-3.71,6.82,
17:11:54:049,-45.77,-15.17,-12.53,-0.50,-3.71,6.82,
17:11:54:050,-45.73,-5.86,-17.67,-0.50,-3.71,6.82,
17:11:54:050,-45.66,1.52,-21.40,-0.50,-3.71,6.82,
17:11:54:050,-45.56,9.67,-21.87,-0.50,-3.71,6.82,
17:11:54:050,-45.40,12.84,-17.78,-0.50,-3.71,6.82,
17:11:54:051,-45.21,3.92,-8.89,-0.50,-3.71,6.82,
17:11:54:051,-45.00,-6.90,-2.02,-0.50,-3.71,6.82,
17:11:54:051,-44.78,-12.10,0.37,-0.50,-3.71,6.82,
17:11:54:051,-44.54,-12.81,0.70,-0.50,-3.71,6.82,
17:11:54:052,-37.67,-14.79,-15.25,-0.50,-3.71,6.82,
17:11:54:052,-34.18,-12.58,-17.49,-0.50,-3.71,6.82,
17:11:54:052,-32.01,-4.56,-28.28,-0.50,-3.71,6.82,
17:11:54:052,-26.21,-6.76,-35.75,-0.50,-3.71,6.82,
17:11:54:053,-16.56,-19.31,-35.51,-0.50,-3.71,6.82,
17:11:54:053,-2.39,-32.15,-35.27,-0.50,-3.71,6.82,
17:11:54:053,-42.98,-31.94,1.72,-0.50,-3.71,6.82,
17:11:54:054,-42.47,-31.64,42.79,-0.50,-3.71,6.82,
17:11:54:054,-30.51,-31.49,43.03,-0.50,-3.71,6.82,
17:11:54:054,-10.72,-26.18,-35.18,-0.50,-3.71,6.82,
17:11:54:055,-11.57,11.79,-21.76,-0.50,-3.71,6.82,
17:11:54:055,-4.02,40.07,27.63,-0.50,-3.71,6.82,
17:11:54:055,-5.45,46.95,14.07,-0.50,-3.71,6.82,
17:11:54:055,2.77,46.92,-16.21,-0.50,-3.71,6.82,
17:11:54:056,10.08,28.25,-9.15,-0.50,-3.71,6.82,
17:11:54:056,-3.82,-10.90,8.07,-0.50,-3.71,6.82,
17:11:54:056,-16.63,-31.51,18.91,-0.50,-3.71,6.82,
17:11:54:056,-23.61,-31.49,2.21,-0.50,-3.71,6.82,
17:11:54:057,-18.06,-24.59,-6.88,-0.50,-3.71,6.82,
17:11:54:057,2.73,-2.11,-2.41,-0.50,-3.71,6.82,
17:11:54:057,12.28,1.10,-4.59,-0.50,-3.71,6.82,
17:11:54:057,-0.95,-7.51,2.05,-0.50,-3.71,6.82,
17:11:54:058,-14.82,-16.91,11.66,-0.50,-3.71,6.82,
17:11:54:058,-6.53,-21.65,-1.04,-0.50,-3.71,6.82,
17:11:54:058,0.86,-16.31,-8.62,-0.50,-3.71,6.82,
17:11:54:058,3.99,-14.65,-2.54,-0.50,-3.71,6.82,
17:11:54:059,3.21,-17.46,6.68,-0.50,-3.71,6.82,
17:11:54:059,0.89,-21.20,8.70,-0.50,-3.71,6.82,
17:11:54:059,-1.17,-22.53,5.10,-0.50,-3.71,6.82,
17:11:54:059,0.01,-22.59,1.91,-0.50,-3.71,6.82,
17:11:54:060,3.55,-23.02,3.65,-0.50,-3.71,6.82,
17:11:54:060,6.81,-24.23,7.35,-0.50,-3.71,6.82,
17:11:54:060,9.08,-25.92,8.16,-0.50,-3.71,6.82,
17:11:54:060,10.65,-27.67,5.90,-0.50,-3.71,6.82,
17:11:54:077,13.53,-31.35,8.14,-0.50,-3.71,6.82,
17:11:54:078,16.04,-31.30,7.08,-0.50,-3.71,6.82,
17:11:54:079,16.60,-31.25,5.26,-0.50,-3.71,6.82,
17:11:54:079,14.88,-31.20,6.00,-0.50,-3.71,6.82,
17:11:54:080,12.37,-25.54,7.55,-0.50,-3.71,6.82,
17:11:54:080,12.10,-20.53,10.15,-0.50,-3.71,6.82,
17:11:54:081,14.83,-18.04,10.82,-0.50,-3.71,6.82,
17:11:54:081,17.56,-16.15,5.13,-0.50,-3.71,6.82,
17:11:54:082,18.69,-15.17,-1.97,-0.50,-3.71,6.82,
17:11:54:084,19.27,-14.99,-7.51,-0.50,-3.71,6.82,
17:11:54:084,17.65,-17.72,-17.21,-0.50,-3.71,6.82,
17:11:54:085,14.30,-21.18,-14.23,-0.50,-3.71,6.82,
17:11:54:086,14.30,-21.18,-14.23,-0.29,-4.82,6.80,
17:11:54:086,14.30,-21.18,-14.23,-0.03,-5.65,6.78,
17:11:54:086,14.30,-21.18,-14.23,0.23,-6.12,6.79,
17:11:54:087,14.30,-21.18,-14.23,0.35,-6.19,6.86,
17:11:54:087,14.30,-21.18,-14.23,0.31,-5.86,7.01,
17:11:54:087,14.30,-21.18,-14.23,0.08,-5.15,7.22,
17:11:54:087,14.30,-21.18,-14.23,-0.26,-4.32,7.44,
17:11:54:087,14.30,-21.18,-14.23,-0.52,-3.65,7.60,
17:11:54:088,14.30,-21.18,-14.23,-0.71,-3.27,7.62,
17:11:54:088,14.30,-21.18,-14.23,-0.78,-2.99,7.35,
17:11:54:088,14.30,-21.18,-14.23,-0.75,-2.63,6.89,
17:11:54:088,14.30,-21.18,-14.23,-0.68,-2.19,6.42,
17:11:54:088,14.30,-21.18,-14.23,-0.62,-1.77,5.99,
17:11:54:089,14.30,-21.18,-14.23,-0.60,-1.43,5.57,
17:11:54:089,14.30,-21.18,-14.23,-0.56,-1.15,5.10,
17:11:54:089,14.30,-21.18,-14.23,-0.48,-0.88,4.51,
17:11:54:089,14.30,-21.18,-14.23,-0.29,-0.71,3.74,
17:11:54:089,14.30,-21.18,-14.23,-0.05,-0.58,2.83,
17:11:54:090,14.30,-21.18,-14.23,0.13,-0.42,1.85,
17:11:54:090,14.30,-21.18,-14.23,0.29,-0.32,0.91,
17:11:54:090,14.30,-21.18,-14.23,0.47,-0.40,0.07,
17:11:54:090,14.30,-21.18,-14.23,0.69,-0.56,-0.69,
17:11:54:090,14.30,-21.18,-14.23,0.77,-0.45,-1.47,
17:11:54:091,14.30,-21.18,-14.23,0.58,0.27,-2.30,
17:11:54:091,14.30,-21.18,-14.23,0.23,1.53,-3.14,
17:11:54:091,14.30,-21.18,-14.23,0.06,3.06,-3.90,
17:11:54:091,14.30,-21.18,-14.23,0.17,4.38,-4.53,
17:11:54:091,14.30,-21.18,-14.23,0.38,5.08,-5.09,
17:11:54:092,14.30,-21.18,-14.23,0.67,5.11,-5.70,
17:11:54:092,14.30,-21.18,-14.23,0.98,4.70,-6.44,
17:11:54:092,14.30,-21.18,-14.23,1.26,4.03,-7.30,
17:11:54:092,14.30,-21.18,-14.23,1.49,3.08,-8.16,
17:11:54:092,14.30,-21.18,-14.23,1.72,1.85,-8.85,
17:11:54:093,14.30,-21.18,-14.23,1.91,0.44,-9.31,
17:11:54:093,14.30,-21.18,-14.23,2.01,-0.85,-9.68,
17:11:54:093,14.30,-21.18,-14.23,1.97,-1.77,-10.10,
17:11:54:093,14.30,-21.18,-14.23,1.81,-2.33,-10.59,
17:11:54:094,14.30,-21.18,-14.23,1.56,-2.60,-11.03,
17:11:54:094,14.30,-21.18,-14.23,1.28,-2.64,-11.33,
17:11:54:094,14.30,-21.18,-14.23,1.05,-2.56,-11.50,
17:11:54:095,14.30,-21.18,-14.23,0.88,-2.40,-11.58,
17:11:54:095,14.30,-21.18,-14.23,0.67,-2.16,-11.62,
17:11:54:095,14.30,-21.18,-14.23,0.47,-1.90,-11.59,
17:11:54:096,14.30,-21.18,-14.23,0.27,-1.71,-11.48,
17:11:54:096,14.30,-21.18,-14.23,-0.02,-1.44,-11.30,
17:11:54:096,14.30,-21.18,-14.23,-0.37,-0.90,-11.10,
17:11:54:096,14.30,-21.18,-14.23,-0.63,-0.05,-10.93,
17:11:54:097,14.30,-21.18,-14.23,-0.77,0.89,-10.82,
17:11:54:097,14.30,-21.18,-14.23,-0.84,1.76,-10.79,
17:11:54:097,14.30,-21.18,-14.23,-0.81,2.62,-10.85,
17:11:54:097,14.30,-21.18,-14.23,-0.66,3.38,-10.95,
17:11:54:098,14.30,-21.18,-14.23,-0.47,3.91,-10.98,
17:11:54:098,14.30,-21.18,-14.23,-0.36,4.23,-10.94,
17:11:54:098,14.30,-21.18,-14.23,-0.35,4.45,-10.88,
17:11:54:098,14.30,-21.18,-14.23,-0.35,4.60,-10.88,
17:11:54:099,14.30,-21.18,-14.23,-0.31,4.63,-10.97,
17:11:54:099,14.30,-21.18,-14.23,-0.16,4.50,-11.16,
17:11:54:099,14.30,-21.18,-14.23,0.16,4.11,-11.28,
17:11:54:099,14.30,-21.18,-14.23,0.57,3.59,-11.08,
17:11:54:100,14.30,-21.18,-14.23,0.82,3.41,-10.56,
17:11:54:100,14.30,-21.18,-14.23,0.68,4.00,-9.68,
