
time,ax,ay,az,wx,wy,wz,
17:43:37:436,12.46,1.90,0.50,2.14,-0.01,-3.24,
17:43:37:439,12.46,1.90,0.50,2.25,0.05,-3.15,
17:43:37:441,12.16,1.23,-0.12,2.25,0.05,-3.15,
17:43:37:445,11.45,0.47,-0.80,2.25,0.05,-3.15,
17:43:37:446,11.45,0.47,-0.80,2.32,0.13,-3.03,
17:43:37:449,11.45,0.47,-0.80,2.36,0.25,-2.88,
17:43:37:451,10.49,-0.46,-1.62,2.36,0.25,-2.88,
17:43:37:453,10.49,-0.46,-1.62,2.34,0.41,-2.70,
17:43:37:454,9.25,-1.43,-2.54,2.34,0.41,-2.70,
17:43:37:459,7.76,-2.28,-3.56,2.34,0.41,-2.70,
17:43:37:461,7.76,-2.28,-3.56,2.26,0.62,-2.50,
17:43:37:464,7.76,-2.28,-3.56,2.10,0.89,-2.26,
17:43:37:465,6.12,-3.02,-4.50,2.10,0.89,-2.26,
17:43:37:470,6.12,-3.02,-4.50,1.87,1.23,-1.99,
17:43:37:471,4.61,-3.64,-5.24,1.87,1.23,-1.99,
17:43:37:473,4.61,-3.64,-5.24,1.57,1.64,-1.70,
17:43:37:475,3.41,-4.17,-5.53,1.57,1.64,-1.70,
17:43:37:480,3.41,-4.17,-5.53,1.22,2.09,-1.41,
17:43:37:482,2.50,-4.69,-5.31,1.22,2.09,-1.41,
17:43:37:483,1.76,-5.22,-4.62,1.22,2.09,-1.41,
17:43:37:484,1.76,-5.22,-4.62,0.85,2.54,-1.14,
17:43:37:488,1.76,-5.22,-4.62,0.49,2.96,-0.88,
17:43:37:489,0.99,-5.68,-3.53,0.49,2.96,-0.88,
17:43:37:494,0.17,-6.02,-2.30,0.49,2.96,-0.88,
17:43:37:495,0.17,-6.02,-2.30,0.15,3.33,-0.63,
17:43:37:498,-0.54,-6.37,-0.99,0.15,3.33,-0.63,
17:43:37:499,-0.54,-6.37,-0.99,-0.15,3.64,-0.40,
17:43:37:546,-0.54,-6.37,-0.99,-0.39,3.88,-0.18,
17:43:37:547,-1.22,-6.67,0.37,-0.39,3.88,-0.18,
17:43:37:547,-1.22,-6.67,0.37,-0.59,4.05,0.03,
17:43:37:548,-1.81,-6.94,1.64,-0.59,4.05,0.03,
17:43:37:549,-1.81,-6.94,1.64,-0.74,4.14,0.22,
17:43:37:549,-2.08,-7.29,2.50,-0.74,4.14,0.22,
17:43:37:550,-2.08,-7.29,2.50,-0.86,4.17,0.39,
17:43:37:551,-2.23,-7.59,3.22,-0.86,4.17,0.39,
17:43:37:551,-2.23,-7.59,3.22,-0.95,4.14,0.53,
17:43:37:552,-2.22,-7.82,3.99,-0.95,4.14,0.53,
17:43:37:552,-2.10,-8.01,4.79,-0.95,4.14,0.53,
17:43:37:553,-2.10,-8.01,4.79,-1.01,4.03,0.65,
17:43:37:554,-2.10,-8.01,4.79,-1.02,3.84,0.76,
17:43:37:555,-1.90,-8.19,5.60,-1.02,3.84,0.76,
17:43:37:556,-1.90,-8.19,5.60,-0.97,3.62,0.85,
17:43:37:556,-1.72,-8.29,6.35,-0.97,3.62,0.85,
17:43:37:557,-1.46,-8.43,6.97,-0.97,3.62,0.85,
17:43:37:557,-1.46,-8.43,6.97,-0.86,3.36,0.92,
17:43:37:558,-1.19,-8.48,7.71,-0.86,3.36,0.92,
17:43:37:560,-1.19,-8.48,7.71,-0.70,3.07,0.98,
17:43:37:561,-1.19,-8.48,7.71,-0.49,2.76,1.03,
17:43:37:561,-0.96,-8.49,8.41,-0.49,2.76,1.03,
17:43:37:562,-0.96,-8.49,8.41,-0.21,2.43,1.06,
17:43:37:563,-0.74,-8.54,9.05,-0.21,2.43,1.06,
17:43:37:563,-0.55,-8.50,9.50,-0.21,2.43,1.06,
17:43:37:564,-0.55,-8.50,9.50,0.12,2.08,1.09,
17:43:37:565,-0.33,-8.29,9.71,0.12,2.08,1.09,
17:43:37:566,-0.33,-8.29,9.71,0.48,1.72,1.11,
17:43:37:570,-0.09,-8.01,9.58,0.48,1.72,1.11,
17:43:37:572,-0.09,-8.01,9.58,0.86,1.35,1.10,
17:43:37:576,-0.09,-8.01,9.58,1.24,0.98,1.06,
17:43:37:577,0.13,-7.73,9.11,1.24,0.98,1.06,
17:43:37:579,0.25,-7.42,8.37,1.24,0.98,1.06,
17:43:37:580,0.25,-7.42,8.37,1.60,0.61,0.99,
17:43:37:585,0.39,-7.08,7.45,1.60,0.61,0.99,
17:43:37:585,0.39,-7.08,7.45,1.92,0.22,0.90,
17:43:37:589,0.39,-7.08,7.45,2.20,-0.17,0.78,
17:43:37:590,0.62,-6.73,6.39,2.20,-0.17,0.78,
17:43:37:594,0.62,-6.73,6.39,2.41,-0.57,0.63,
17:43:37:595,0.86,-6.38,5.29,2.41,-0.57,0.63,
17:43:37:599,0.86,-6.38,5.29,2.58,-0.98,0.47,
17:43:37:600,1.03,-6.10,4.19,2.58,-0.98,0.47,
17:43:37:604,1.03,-6.10,4.19,2.69,-1.37,0.28,
17:43:37:604,1.08,-5.90,3.10,2.69,-1.37,0.28,
17:43:37:609,1.03,-5.83,2.05,2.69,-1.37,0.28,
17:43:37:610,1.03,-5.83,2.05,2.74,-1.75,0.09,
17:43:37:613,0.92,-5.82,1.09,2.74,-1.75,0.09,
17:43:37:614,0.92,-5.82,1.09,2.76,-2.09,-0.10,
17:43:37:618,0.76,-5.93,0.21,2.76,-2.09,-0.10,
17:43:37:619,0.76,-5.93,0.21,2.72,-2.38,-0.29,
17:43:37:624,0.56,-6.14,-0.64,2.72,-2.38,-0.29,
17:43:37:625,0.56,-6.14,-0.64,2.65,-2.63,-0.47,
17:43:37:629,0.56,-6.14,-0.64,2.55,-2.82,-0.63,
17:43:37:631,0.35,-6.42,-1.42,2.55,-2.82,-0.63,
17:43:37:633,0.35,-6.42,-1.42,2.41,-2.96,-0.76,
17:43:37:634,0.13,-6.71,-2.12,2.41,-2.96,-0.76,
17:43:37:639,-0.20,-6.93,-2.69,2.41,-2.96,-0.76,
17:43:37:639,-0.20,-6.93,-2.69,2.25,-3.05,-0.86,
17:43:37:643,-0.64,-7.10,-3.15,2.25,-3.05,-0.86,
17:43:37:644,-0.64,-7.10,-3.15,2.08,-3.07,-0.91,
17:43:37:648,-0.64,-7.10,-3.15,1.90,-3.04,-0.90,
17:43:37:649,-1.27,-7.12,-3.52,1.90,-3.04,-0.90,
17:43:37:652,-1.27,-7.12,-3.52,1.73,-2.93,-0.82,
17:43:37:653,-2.07,-6.77,-3.51,1.73,-2.93,-0.82,
17:43:37:657,-2.07,-6.77,-3.51,1.59,-2.70,-0.67,
17:43:37:658,-2.98,-5.82,-2.70,1.59,-2.70,-0.67,
17:43:37:665,-2.98,-5.82,-2.70,1.51,-2.41,-0.46,
17:43:37:666,-3.09,-6.44,-4.02,1.51,-2.41,-0.46,
17:43:37:668,-3.09,-6.44,-4.02,1.34,-2.17,-0.20,
17:43:37:668,-3.11,-6.83,-5.66,1.34,-2.17,-0.20,
17:43:37:672,-3.11,-6.83,-5.66,1.05,-1.93,0.07,
17:43:37:672,-2.73,-6.92,-7.12,1.05,-1.93,0.07,
17:43:37:678,-2.73,-6.92,-7.12,0.63,-1.69,0.33,
17:43:37:679,-1.72,-6.94,-8.75,0.63,-1.69,0.33,
17:43:37:682,-0.60,-6.82,-9.84,0.63,-1.69,0.33,
17:43:37:683,-0.60,-6.82,-9.84,0.08,-1.46,0.53,
17:43:37:687,0.43,-6.63,-10.22,0.08,-1.46,0.53,
17:43:37:687,0.43,-6.63,-10.22,-0.54,-1.26,0.67,
17:43:37:692,1.48,-6.51,-9.82,-0.54,-1.26,0.67,
17:43:37:692,1.48,-6.51,-9.82,-1.17,-1.09,0.74,
17:43:37:697,1.48,-6.51,-9.82,-1.74,-0.94,0.74,
17:43:37:698,2.45,-6.41,-8.56,-1.74,-0.94,0.74,
17:43:37:701,3.30,-6.56,-7.11,-1.74,-0.94,0.74,
17:43:37:702,3.30,-6.56,-7.11,-2.21,-0.83,0.70,
17:43:37:708,4.20,-6.96,-5.74,-2.21,-0.83,0.70,
17:43:37:710,4.20,-6.96,-5.74,-2.58,-0.79,0.64,
17:43:37:712,4.20,-6.96,-5.74,-2.87,-0.83,0.56,
17:43:37:713,5.06,-7.45,-4.55,-2.87,-0.83,0.56,
17:43:37:716,5.06,-7.45,-4.55,-3.09,-0.92,0.46,
17:43:37:717,5.56,-7.96,-3.64,-3.09,-0.92,0.46,
17:43:37:721,5.56,-7.96,-3.64,-3.26,-1.03,0.36,
17:43:37:722,5.67,-8.51,-3.14,-3.26,-1.03,0.36,
17:43:37:728,5.67,-8.51,-3.14,-3.38,-1.12,0.28,
17:43:37:729,5.42,-9.13,-3.04,-3.38,-1.12,0.28,
17:43:37:730,4.74,-9.67,-3.01,-3.38,-1.12,0.28,
17:43:37:731,4.74,-9.67,-3.01,-3.46,-1.18,0.22,
17:43:37:735,4.74,-9.67,-3.01,-3.52,-1.21,0.21,
17:43:37:736,3.52,-9.69,-2.83,-3.52,-1.21,0.21,
17:43:37:740,1.89,-9.29,-2.55,-3.52,-1.21,0.21,
17:43:37:740,1.89,-9.29,-2.55,-3.53,-1.18,0.28,
17:43:37:781,0.20,-8.59,-2.28,-3.53,-1.18,0.28,
17:43:37:781,0.20,-8.59,-2.28,-3.51,-1.13,0.46,
17:43:37:782,0.20,-8.59,-2.28,-3.46,-1.04,0.76,
17:43:37:784,-1.53,-7.67,-2.42,-3.46,-1.04,0.76,
17:43:37:784,-1.53,-7.67,-2.42,-3.40,-0.88,1.15,
17:43:37:785,-3.28,-6.21,-2.52,-3.40,-0.88,1.15,
17:43:37:786,-4.13,-4.79,-2.86,-3.40,-0.88,1.15,
17:43:37:787,-4.13,-4.79,-2.86,-3.36,-0.68,1.61,
17:43:37:787,-3.80,-3.62,-2.71,-3.36,-0.68,1.61,
17:43:37:788,-3.80,-3.62,-2.71,-3.33,-0.51,2.10,
17:43:37:788,-3.80,-3.62,-2.71,-3.31,-0.48,2.54,
17:43:37:789,-2.21,-3.10,-2.22,-3.31,-0.48,2.54,
17:43:37:789,0.54,-3.10,-1.52,-3.31,-0.48,2.54,
17:43:37:790,0.54,-3.10,-1.52,-3.27,-0.70,2.90,
17:43:37:790,0.54,-3.10,-1.52,-3.19,-1.13,3.17,
17:43:37:791,3.66,-3.16,-1.16,-3.19,-1.13,3.17,
17:43:37:791,3.66,-3.16,-1.16,-3.02,-1.66,3.37,
17:43:37:792,6.35,-2.84,-1.44,-3.02,-1.66,3.37,
17:43:37:793,6.35,-2.84,-1.44,-2.80,-2.19,3.53,
17:43:37:795,8.68,-2.07,-2.13,-2.80,-2.19,3.53,
17:43:37:796,8.68,-2.07,-2.13,-2.52,-2.65,3.64,
17:43:37:797,10.92,-1.16,-3.14,-2.52,-2.65,3.64,
17:43:37:798,10.92,-1.16,-3.14,-2.23,-3.00,3.67,
17:43:37:799,13.33,-0.63,-5.25,-2.23,-3.00,3.67,
17:43:37:803,13.33,-0.63,-5.25,-1.98,-3.17,3.59,
17:43:37:804,14.87,-0.64,-7.88,-1.98,-3.17,3.59,
17:43:37:808,15.48,-0.64,-10.93,-1.98,-3.17,3.59,
17:43:37:809,15.48,-0.64,-10.93,-1.83,-3.15,3.44,
17:43:37:813,15.48,-0.64,-10.93,-1.82,-2.90,3.25,
17:43:37:814,14.81,-0.29,-13.66,-1.82,-2.90,3.25,
17:43:37:818,12.78,0.49,-15.66,-1.82,-2.90,3.25,
17:43:37:819,12.78,0.49,-15.66,-1.96,-2.46,3.07,
17:43:37:822,12.78,0.49,-15.66,-2.21,-1.83,2.95,
17:43:37:822,9.89,1.47,-16.60,-2.21,-1.83,2.95,
17:43:37:828,6.97,2.23,-16.50,-2.21,-1.83,2.95,
17:43:37:829,6.97,2.23,-16.50,-2.54,-1.10,2.92,
17:43:37:833,6.97,2.23,-16.50,-2.92,-0.31,2.97,
17:43:37:833,4.35,2.65,-15.21,-2.92,-0.31,2.97,
17:43:37:837,2.38,2.58,-13.41,-2.92,-0.31,2.97,
17:43:37:837,2.38,2.58,-13.41,-3.29,0.43,3.07,
17:43:37:841,2.38,2.58,-13.41,-3.63,1.07,3.17,
17:43:37:842,1.00,2.14,-11.14,-3.63,1.07,3.17,
17:43:37:847,0.01,1.49,-8.60,-3.63,1.07,3.17,
17:43:37:848,0.01,1.49,-8.60,-3.93,1.60,3.25,
17:43:37:852,0.01,1.49,-8.60,-4.17,1.98,3.27,
17:43:37:853,-0.94,0.89,-5.50,-4.17,1.98,3.27,
17:43:37:856,-1.85,0.38,-2.39,-4.17,1.98,3.27,
17:43:37:858,-1.85,0.38,-2.39,-4.33,2.20,3.26,
17:43:37:863,-2.72,-0.02,0.68,-4.33,2.20,3.26,
17:43:37:864,-2.72,-0.02,0.68,-4.39,2.28,3.21,
17:43:37:867,-2.72,-0.02,0.68,-4.35,2.22,3.13,
17:43:37:868,-3.72,-0.21,3.57,-4.35,2.22,3.13,
17:43:37:871,-4.73,-0.14,6.20,-4.35,2.22,3.13,
17:43:37:872,-4.73,-0.14,6.20,-4.22,2.06,3.04,
17:43:37:876,-4.73,-0.14,6.20,-3.99,1.81,2.94,
17:43:37:877,-5.71,0.23,8.51,-3.99,1.81,2.94,
17:43:37:881,-6.66,0.85,10.48,-3.99,1.81,2.94,
17:43:37:882,-6.66,0.85,10.48,-3.67,1.50,2.85,
17:43:37:886,-6.66,0.85,10.48,-3.28,1.14,2.78,
17:43:37:887,-7.37,1.60,11.98,-3.28,1.14,2.78,
17:43:37:891,-7.37,1.60,11.98,-2.83,0.75,2.71,
17:43:37:892,-7.68,2.42,12.94,-2.83,0.75,2.71,
17:43:37:896,-7.65,3.26,13.44,-2.83,0.75,2.71,
17:43:37:897,-7.65,3.26,13.44,-2.35,0.34,2.62,
17:43:37:900,-7.65,3.26,13.44,-1.86,-0.09,2.49,
17:43:37:902,-7.38,4.14,13.53,-1.86,-0.09,2.49,
17:43:37:907,-6.98,5.01,13.41,-1.86,-0.09,2.49,
17:43:37:909,-6.98,5.01,13.41,-1.38,-0.52,2.32,
17:43:37:914,-6.59,5.89,13.09,-1.38,-0.52,2.32,
17:43:37:916,-6.59,5.89,13.09,-0.90,-0.91,2.10,
17:43:37:917,-6.17,6.69,12.42,-0.90,-0.91,2.10,
17:43:37:918,-6.17,6.69,12.42,-0.44,-1.28,1.84,
17:43:37:920,-5.56,7.42,11.40,-0.44,-1.28,1.84,
17:43:37:921,-5.56,7.42,11.40,-0.02,-1.59,1.55,
17:43:37:925,-5.02,8.21,10.31,-0.02,-1.59,1.55,
17:43:37:926,-5.02,8.21,10.31,0.34,-1.87,1.21,
17:43:37:930,-4.65,8.99,9.25,0.34,-1.87,1.21,
17:43:37:931,-4.65,8.99,9.25,0.64,-2.13,0.84,
17:43:37:935,-4.22,9.68,8.04,0.64,-2.13,0.84,
17:43:37:936,-4.22,9.68,8.04,0.86,-2.40,0.43,
17:43:37:939,-3.79,10.34,6.52,0.86,-2.40,0.43,
17:43:37:940,-3.79,10.34,6.52,1.00,-2.69,0.00,
17:43:37:946,-3.79,10.34,6.52,1.06,-2.97,-0.46,
17:43:37:948,-3.33,10.87,4.58,1.06,-2.97,-0.46,
17:43:37:949,-3.33,10.87,4.58,1.01,-3.19,-0.93,
17:43:37:950,-2.71,11.40,2.50,1.01,-3.19,-0.93,
17:43:37:954,-2.71,11.40,2.50,0.84,-3.36,-1.42,
17:43:37:956,-2.58,12.00,0.32,0.84,-3.36,-1.42,
17:43:37:959,-2.58,12.00,0.32,0.58,-3.44,-1.89,
17:43:37:961,-3.08,12.73,-1.49,0.58,-3.44,-1.89,
17:43:37:964,-3.08,12.73,-1.49,0.23,-3.44,-2.31,
17:43:37:966,-3.61,13.29,-2.92,0.23,-3.44,-2.31,
17:43:37:968,-3.61,13.29,-2.92,-0.17,-3.34,-2.68,
17:43:37:969,-4.37,13.51,-4.17,-0.17,-3.34,-2.68,
17:43:37:974,-4.37,13.51,-4.17,-0.63,-3.13,-2.97,
17:43:37:976,-5.66,13.53,-5.03,-0.63,-3.13,-2.97,
17:43:37:980,-7.08,13.30,-4.66,-0.63,-3.13,-2.97,
17:43:37:981,-7.08,13.30,-4.66,-1.13,-2.80,-3.15,
17:43:37:983,-7.97,12.76,-2.87,-1.13,-2.80,-3.15,
17:43:37:985,-7.97,12.76,-2.87,-1.61,-2.39,-3.24,
17:43:38:037,-7.97,12.76,-2.87,-2.03,-1.96,-3.25,
17:43:38:038,-7.87,11.90,-0.15,-2.03,-1.96,-3.25,
17:43:38:038,-6.94,10.80,2.71,-2.03,-1.96,-3.25,
17:43:38:039,-6.94,10.80,2.71,-2.34,-1.51,-3.23,
17:43:38:039,-6.94,10.80,2.71,-2.51,-1.04,-3.23,
17:43:38:040,-5.93,9.93,5.88,-2.51,-1.04,-3.23,
17:43:38:041,-5.15,9.16,8.85,-2.51,-1.04,-3.23,
17:43:38:041,-5.15,9.16,8.85,-2.55,-0.55,-3.26,
17:43:38:042,-5.15,9.16,8.85,-2.46,-0.09,-3.31,
17:43:38:042,-4.10,8.11,10.97,-2.46,-0.09,-3.31,
17:43:38:043,-3.29,8.62,14.32,-2.46,-0.09,-3.31,
17:43:38:044,-3.29,8.62,14.32,-2.29,0.30,-3.36,
17:43:38:045,-2.27,9.97,17.89,-2.29,0.30,-3.36,
17:43:38:046,-2.27,9.97,17.89,-1.94,0.67,-3.41,
17:43:38:047,-2.27,9.97,17.89,-1.41,0.89,-3.47,
17:43:38:048,-0.25,10.75,19.74,-1.41,0.89,-3.47,
17:43:38:048,2.76,11.03,20.16,-1.41,0.89,-3.47,
17:43:38:049,2.76,11.03,20.16,-0.76,0.88,-3.55,
17:43:38:050,6.20,10.85,18.64,-0.76,0.88,-3.55,
17:43:38:050,6.20,10.85,18.64,-0.11,0.68,-3.71,
17:43:38:051,6.20,10.85,18.64,0.45,0.34,-3.99,
17:43:38:051,9.20,10.31,15.46,0.45,0.34,-3.99,
17:43:38:052,10.87,10.01,12.08,0.45,0.34,-3.99,
17:43:38:052,10.87,10.01,12.08,0.83,-0.06,-4.37,
17:43:38:053,10.87,10.01,12.08,1.03,-0.42,-4.77,
17:43:38:053,11.10,9.93,9.03,1.03,-0.42,-4.77,
17:43:38:054,11.10,9.93,9.03,1.10,-0.67,-5.11,
17:43:38:054,10.91,10.02,6.33,1.10,-0.67,-5.11,
17:43:38:056,10.65,10.05,3.63,1.10,-0.67,-5.11,
17:43:38:057,10.65,10.05,3.63,1.07,-0.72,-5.39,
17:43:38:061,10.20,10.04,1.23,1.07,-0.72,-5.39,
17:43:38:063,10.20,10.04,1.23,0.95,-0.56,-5.61,
17:43:38:068,10.20,10.04,1.23,0.75,-0.25,-5.77,
17:43:38:070,9.47,10.03,-0.41,0.75,-0.25,-5.77,
17:43:38:070,9.47,10.03,-0.41,0.49,0.17,-5.87,
17:43:38:071,8.26,10.05,-1.14,0.49,0.17,-5.87,
17:43:38:075,6.53,10.00,-0.67,0.49,0.17,-5.87,
17:43:38:076,6.53,10.00,-0.67,0.20,0.59,-5.91,
17:43:38:080,6.53,10.00,-0.67,-0.06,0.94,-5.89,
17:43:38:081,4.49,9.92,1.07,-0.06,0.94,-5.89,
17:43:38:085,3.04,9.82,3.22,-0.06,0.94,-5.89,
17:43:38:086,3.04,9.82,3.22,-0.22,1.18,-5.80,
17:43:38:089,3.04,9.82,3.22,-0.25,1.31,-5.63,
17:43:38:089,2.49,9.59,5.10,-0.25,1.31,-5.63,
17:43:38:094,2.94,9.24,6.78,-0.25,1.31,-5.63,
17:43:38:096,2.94,9.24,6.78,-0.17,1.33,-5.43,
17:43:38:100,4.06,8.65,8.06,-0.17,1.33,-5.43,
17:43:38:101,4.06,8.65,8.06,0.00,1.24,-5.23,
17:43:38:103,4.06,8.65,8.06,0.25,1.07,-5.05,
17:43:38:104,5.49,7.90,8.45,0.25,1.07,-5.05,
17:43:38:110,7.00,7.10,7.76,0.25,1.07,-5.05,
17:43:38:112,7.00,7.10,7.76,0.53,0.88,-4.89,
17:43:38:113,8.57,6.07,6.26,0.53,0.88,-4.89,
17:43:38:114,8.57,6.07,6.26,0.81,0.72,-4.71,
17:43:38:119,10.07,5.03,4.68,0.81,0.72,-4.71,
17:43:38:120,10.07,5.03,4.68,1.05,0.61,-4.51,
17:43:38:124,11.13,4.40,2.97,1.05,0.61,-4.51,
17:43:38:124,11.13,4.40,2.97,1.27,0.53,-4.30,
17:43:38:129,11.79,4.04,0.80,1.27,0.53,-4.30,
17:43:38:130,11.79,4.04,0.80,1.43,0.46,-4.08,
17:43:38:134,11.79,4.04,0.80,1.52,0.37,-3.84,
17:43:38:135,12.20,3.51,-1.39,1.52,0.37,-3.84,
17:43:38:138,12.20,3.51,-1.39,1.51,0.26,-3.62,
17:43:38:138,12.49,2.76,-3.19,1.51,0.26,-3.62,
17:43:38:144,12.49,2.76,-3.19,1.42,0.11,-3.41,
17:43:38:146,12.67,2.12,-4.53,1.42,0.11,-3.41,
17:43:38:147,12.67,2.12,-4.53,1.27,-0.06,-3.20,
17:43:38:148,13.12,1.39,-5.55,1.27,-0.06,-3.20,
17:43:38:152,14.02,0.22,-6.37,1.27,-0.06,-3.20,
17:43:38:153,14.02,0.22,-6.37,1.07,-0.19,-3.00,
17:43:38:157,14.94,-1.24,-6.67,1.07,-0.19,-3.00,
17:43:38:158,14.94,-1.24,-6.67,0.84,-0.20,-2.83,
17:43:38:162,15.24,-2.53,-6.39,0.84,-0.20,-2.83,
17:43:38:163,15.24,-2.53,-6.39,0.61,-0.06,-2.71,
17:43:38:167,15.24,-2.53,-6.39,0.41,0.22,-2.61,
17:43:38:168,14.66,-3.56,-5.74,0.41,0.22,-2.61,
17:43:38:172,13.53,-4.36,-5.13,0.41,0.22,-2.61,
17:43:38:172,13.53,-4.36,-5.13,0.25,0.61,-2.49,
17:43:38:179,12.12,-5.07,-4.23,0.25,0.61,-2.49,
17:43:38:182,12.12,-5.07,-4.23,0.10,1.09,-2.32,
17:43:38:183,12.12,-5.07,-4.23,-0.01,1.63,-2.12,
17:43:38:183,10.39,-5.68,-3.02,-0.01,1.63,-2.12,
17:43:38:187,10.39,-5.68,-3.02,-0.09,2.19,-1.88,
17:43:38:188,8.65,-6.33,-1.36,-0.09,2.19,-1.88,
17:43:38:193,8.65,-6.33,-1.36,-0.12,2.73,-1.61,
17:43:38:194,7.06,-7.00,0.59,-0.12,2.73,-1.61,
17:43:38:196,5.68,-7.67,2.57,-0.12,2.73,-1.61,
17:43:38:197,5.68,-7.67,2.57,-0.09,3.22,-1.35,
17:43:38:203,4.48,-8.36,4.35,-0.09,3.22,-1.35,
17:43:38:204,4.48,-8.36,4.35,-0.01,3.63,-1.08,
17:43:38:207,4.48,-8.36,4.35,0.13,3.98,-0.83,
17:43:38:208,3.64,-9.05,5.93,0.13,3.98,-0.83,
17:43:38:213,3.18,-9.72,7.33,0.13,3.98,-0.83,
17:43:38:214,3.18,-9.72,7.33,0.32,4.24,-0.59,
17:43:38:216,3.16,-10.42,8.51,0.32,4.24,-0.59,
17:43:38:217,3.16,-10.42,8.51,0.55,4.42,-0.37,
17:43:38:221,3.73,-11.16,9.44,0.55,4.42,-0.37,
17:43:38:223,3.73,-11.16,9.44,0.83,4.51,-0.20,
17:43:38:226,4.40,-11.71,10.16,0.83,4.51,-0.20,
17:43:38:227,4.40,-11.71,10.16,1.15,4.48,-0.10,
17:43:38:283,4.40,-11.71,10.16,1.51,4.31,-0.08,
17:43:38:284,4.75,-12.07,10.63,1.51,4.31,-0.08,
17:43:38:285,4.97,-12.40,10.85,1.51,4.31,-0.08,
17:43:38:286,4.97,-12.40,10.85,1.89,4.04,-0.11,
17:43:38:287,4.97,-12.40,10.85,2.29,3.69,-0.19,
17:43:38:288,4.79,-12.55,10.78,2.29,3.69,-0.19,
17:43:38:288,4.79,-12.55,10.78,2.70,3.27,-0.29,
17:43:38:289,4.35,-12.50,10.38,2.70,3.27,-0.29,
17:43:38:289,4.35,-12.50,10.38,3.11,2.82,-0.39,
17:43:38:290,3.78,-12.34,9.67,3.11,2.82,-0.39,
17:43:38:290,3.78,-12.34,9.67,3.50,2.38,-0.47,
17:43:38:291,3.21,-12.21,8.52,3.50,2.38,-0.47,
17:43:38:291,2.84,-12.25,7.07,3.50,2.38,-0.47,
17:43:38:292,2.84,-12.25,7.07,3.84,1.95,-0.51,
17:43:38:294,2.84,-12.25,7.07,4.12,1.57,-0.53,
17:43:38:295,2.98,-12.44,5.32,4.12,1.57,-0.53,
17:43:38:296,2.98,-12.44,5.32,4.30,1.21,-0.57,
17:43:38:296,3.32,-12.60,3.32,4.30,1.21,-0.57,
17:43:38:297,3.49,-12.54,1.28,4.30,1.21,-0.57,
17:43:38:298,3.49,-12.54,1.28,4.38,0.90,-0.65,
17:43:38:298,3.49,-12.54,1.28,4.36,0.63,-0.75,
17:43:38:299,3.46,-12.32,-0.68,4.36,0.63,-0.75,
17:43:38:299,3.46,-12.32,-0.68,4.24,0.42,-0.87,
17:43:38:299,2.97,-11.91,-2.45,4.24,0.42,-0.87,
17:43:38:300,2.97,-11.91,-2.45,4.03,0.26,-0.98,
17:43:38:301,1.89,-11.40,-3.96,4.03,0.26,-0.98,
17:43:38:301,1.89,-11.40,-3.96,3.74,0.18,-1.04,
17:43:38:303,0.48,-10.88,-5.15,3.74,0.18,-1.04,
17:43:38:304,0.48,-10.88,-5.15,3.37,0.16,-1.03,
17:43:38:305,-0.83,-10.47,-6.19,3.37,0.16,-1.03,
17:43:38:305,-0.83,-10.47,-6.19,2.96,0.23,-0.97,
17:43:38:306,-1.92,-10.12,-7.18,2.96,0.23,-0.97,
17:43:38:307,-1.92,-10.12,-7.18,2.50,0.39,-0.87,
17:43:38:308,-2.98,-9.76,-7.97,2.50,0.39,-0.87,
17:43:38:312,-2.98,-9.76,-7.97,2.00,0.60,-0.73,
17:43:38:313,-4.04,-9.42,-8.42,2.00,0.60,-0.73,
17:43:38:318,-4.04,-9.42,-8.42,1.46,0.85,-0.55,
17:43:38:319,-5.09,-9.17,-8.60,1.46,0.85,-0.55,
17:43:38:322,-5.96,-9.06,-8.60,1.46,0.85,-0.55,
17:43:38:322,-5.96,-9.06,-8.60,0.91,1.10,-0.32,
17:43:38:327,-6.42,-9.19,-8.39,0.91,1.10,-0.32,
17:43:38:329,-6.42,-9.19,-8.39,0.34,1.34,-0.05,
17:43:38:332,-6.64,-9.50,-7.89,0.34,1.34,-0.05,
17:43:38:333,-6.64,-9.50,-7.89,-0.22,1.57,0.22,
17:43:38:337,-6.64,-9.50,-7.89,-0.75,1.78,0.50,
17:43:38:337,-6.89,-9.83,-7.21,-0.75,1.78,0.50,
17:43:38:341,-6.89,-9.83,-7.21,-1.24,1.96,0.78,
17:43:38:342,-7.13,-10.23,-6.40,-1.24,1.96,0.78,
17:43:38:347,-7.13,-10.23,-6.40,-1.69,2.12,1.08,
17:43:38:349,-7.23,-10.74,-5.51,-1.69,2.12,1.08,
17:43:38:352,-7.02,-11.23,-4.48,-1.69,2.12,1.08,
17:43:38:353,-7.02,-11.23,-4.48,-2.08,2.24,1.38,
17:43:38:356,-7.02,-11.23,-4.48,-2.41,2.29,1.69,
17:43:38:357,-6.68,-11.48,-3.44,-2.41,2.29,1.69,
17:43:38:362,-5.93,-11.72,-2.50,-2.41,2.29,1.69,
17:43:38:363,-5.93,-11.72,-2.50,-2.67,2.26,1.99,
17:43:38:367,-4.80,-11.82,-1.63,-2.67,2.26,1.99,
17:43:38:369,-4.80,-11.82,-1.63,-2.88,2.17,2.28,
17:43:38:371,-4.80,-11.82,-1.63,-3.01,2.02,2.54,
17:43:38:371,-3.46,-11.75,-0.93,-3.01,2.02,2.54,
