
time,wx,wy,wz,ax,ay,az,
1.028,8.50,-6.32,-0.44,-14.75,-21.70,11.80,
1.029,8.50,-6.32,-0.44,-12.34,-23.84,14.23,
1.038,9.74,-6.58,-0.27,-12.34,-23.84,14.23,
1.039,11.12,-6.90,-0.34,-12.34,-23.84,14.23,
1.039,11.12,-6.90,-0.34,-8.63,-26.62,17.20,
1.04,11.12,-6.90,-0.34,-3.76,-29.72,20.41,
1.043,12.67,-7.29,-0.73,-3.76,-29.72,20.41,
1.044,12.67,-7.29,-0.73,1.41,-32.93,23.23,
1.05,14.38,-7.68,-1.46,1.41,-32.93,23.23,
1.051,14.38,-7.68,-1.46,5.82,-36.19,24.31,
1.056,16.18,-7.95,-2.52,5.82,-36.19,24.31,
1.057,16.18,-7.95,-2.52,9.33,-39.41,24.04,
1.059,18.00,-8.07,-3.81,9.33,-39.41,24.04,
1.06,18.00,-8.07,-3.81,11.45,-42.56,22.13,
1.062,19.71,-8.10,-5.22,11.45,-42.56,22.13,
1.063,19.71,-8.10,-5.22,11.66,-45.26,17.58,
1.071,19.71,-8.10,-5.22,10.42,-45.80,11.21,
1.073,19.71,-8.10,-5.22,7.87,-46.29,3.95,
1.074,21.19,-8.00,-6.63,7.87,-46.29,3.95,
1.074,22.29,-7.80,-7.94,7.87,-46.29,3.95,
1.077,22.99,-7.50,-9.07,7.87,-46.29,3.95,
1.078,22.99,-7.50,-9.07,5.18,-46.71,-3.25,
1.081,23.30,-7.04,-9.99,5.18,-46.71,-3.25,
1.082,23.30,-7.04,-9.99,2.40,-47.04,-10.48,
1.088,23.30,-7.04,-9.99,-0.24,-47.25,-16.61,
1.089,23.26,-6.39,-10.70,-0.24,-47.25,-16.61,
1.092,23.26,-6.39,-10.70,-3.21,-44.79,-21.82,
1.093,22.90,-5.60,-11.17,-3.21,-44.79,-21.82,
1.098,22.26,-4.76,-11.40,-3.21,-44.79,-21.82,
1.099,22.26,-4.76,-11.40,-6.57,-40.26,-26.10,
1.102,21.34,-3.91,-11.34,-6.57,-40.26,-26.10,
1.103,21.34,-3.91,-11.34,-10.61,-34.69,-30.12,
1.105,20.17,-3.04,-11.01,-10.61,-34.69,-30.12,
1.106,20.17,-3.04,-11.01,-15.26,-28.26,-34.20,
1.11,18.78,-2.14,-10.38,-15.26,-28.26,-34.20,
1.111,18.78,-2.14,-10.38,-19.22,-21.20,-37.44,
1.115,17.19,-1.28,-9.50,-19.22,-21.20,-37.44,
1.116,17.19,-1.28,-9.50,-23.03,-14.34,-38.67,
1.12,15.44,-0.48,-8.41,-23.03,-14.34,-38.67,
1.121,15.44,-0.48,-8.41,-26.43,-8.38,-38.11,
1.125,13.56,0.28,-7.17,-26.43,-8.38,-38.11,
1.126,13.56,0.28,-7.17,-27.39,-4.79,-37.62,
1.131,11.62,0.83,-5.88,-27.39,-4.79,-37.62,
1.133,11.62,0.83,-5.88,-31.53,0.92,-37.19,
1.135,9.67,1.38,-4.46,-31.53,0.92,-37.19,
1.135,9.67,1.38,-4.46,-31.72,5.17,-36.82,
1.139,7.76,1.59,-3.03,-31.72,5.17,-36.82,
1.14,7.76,1.59,-3.03,-29.93,7.03,-36.49,
1.145,5.74,1.45,-1.67,-29.93,7.03,-36.49,
1.148,5.74,1.45,-1.67,-24.95,8.19,-36.24,
1.151,3.46,1.29,-0.57,-24.95,8.19,-36.24,
1.154,3.46,1.29,-0.57,-17.73,6.50,-36.05,
1.155,1.12,0.92,0.08,-17.73,6.50,-36.05,
1.155,1.12,0.92,0.08,-10.25,3.45,-35.94,
1.159,1.12,0.92,0.08,-4.22,-0.37,-35.92,
1.16,-1.13,0.27,0.38,-4.22,-0.37,-35.92,
1.167,-3.25,-0.40,0.42,-4.22,-0.37,-35.92,
1.168,-3.25,-0.40,0.42,1.41,-2.99,-35.98,
1.169,-5.17,-0.97,0.26,1.41,-2.99,-35.98,
1.17,-5.17,-0.97,0.26,4.94,-4.82,-36.11,
1.174,-6.85,-1.30,-0.02,4.94,-4.82,-36.11,
1.175,-6.85,-1.30,-0.02,5.50,-5.71,-33.86,
1.184,-8.30,-1.36,-0.24,5.50,-5.71,-33.86,
1.186,-8.30,-1.36,-0.24,3.91,-6.83,-29.27,
1.187,-8.30,-1.36,-0.24,1.94,-8.43,-24.67,
1.188,-9.52,-1.18,-0.33,1.94,-8.43,-24.67,
1.19,-10.55,-0.92,-0.27,1.94,-8.43,-24.67,
1.191,-10.55,-0.92,-0.27,0.30,-10.54,-21.03,
1.194,-10.55,-0.92,-0.27,-0.77,-13.07,-17.68,
1.196,-11.45,-0.64,-0.10,-0.77,-13.07,-17.68,
1.198,-12.24,-0.38,0.13,-0.77,-13.07,-17.68,
1.199,-12.24,-0.38,0.13,-1.30,-15.80,-14.38,
1.225,-12.24,-0.38,0.13,-1.26,-18.57,-11.21,
1.226,-12.94,-0.17,0.38,-1.26,-18.57,-11.21,
1.226,-13.55,-0.05,0.61,-1.26,-18.57,-11.21,
1.227,-13.55,-0.05,0.61,-0.36,-21.28,-8.02,
1.228,-14.07,-0.05,0.79,-0.36,-21.28,-8.02,
1.228,-14.07,-0.05,0.79,1.42,-23.91,-4.30,
1.229,-14.49,-0.29,0.90,1.42,-23.91,-4.30,
1.229,-14.49,-0.29,0.90,4.07,-26.39,0.37,
1.23,-14.80,-0.83,0.90,4.07,-26.39,0.37,
1.23,-14.80,-0.83,0.90,7.18,-28.40,5.37,
1.231,-14.96,-1.66,0.78,7.18,-28.40,5.37,
1.231,-14.96,-1.66,0.78,10.49,-29.74,9.90,
1.232,-14.93,-2.64,0.51,10.49,-29.74,9.90,
1.232,-14.93,-2.64,0.51,14.08,-30.44,13.55,
1.237,-14.71,-3.53,0.08,14.08,-30.44,13.55,
1.238,-14.71,-3.53,0.08,17.81,-30.66,16.19,
1.242,-14.29,-4.20,-0.51,17.81,-30.66,16.19,
1.243,-14.29,-4.20,-0.51,20.95,-29.55,19.30,
1.247,-13.62,-4.58,-1.25,20.95,-29.55,19.30,
1.248,-13.62,-4.58,-1.25,23.01,-27.35,23.33,
1.251,-12.63,-4.62,-2.10,23.01,-27.35,23.33,
1.252,-12.63,-4.62,-2.10,23.74,-24.99,28.46,
1.257,-11.23,-4.32,-3.05,23.74,-24.99,28.46,
1.258,-11.23,-4.32,-3.05,22.80,-22.86,34.39,
1.262,-9.32,-3.65,-4.07,22.80,-22.86,34.39,
1.263,-9.32,-3.65,-4.07,20.44,-20.73,34.30,
1.266,-9.32,-3.65,-4.07,17.77,-18.18,34.03,
1.267,-6.84,-2.52,-5.08,17.77,-18.18,34.03,
1.271,-6.84,-2.52,-5.08,14.23,-15.26,33.87,
1.272,-3.78,-1.26,-6.00,14.23,-15.26,33.87,
1.276,-3.78,-1.26,-6.00,9.57,-12.88,33.82,
1.277,-0.37,-0.15,-6.68,9.57,-12.88,33.82,
1.281,-0.37,-0.15,-6.68,6.48,-13.28,33.84,
1.282,3.06,0.46,-7.01,6.48,-13.28,33.84,
1.285,6.10,0.68,-7.06,6.48,-13.28,33.84,
1.286,6.10,0.68,-7.06,5.81,-15.93,33.91,
1.29,8.52,0.84,-7.01,5.81,-15.93,33.91,
1.291,8.52,0.84,-7.01,5.75,-19.24,30.78,
1.295,10.39,0.98,-7.00,5.75,-19.24,30.78,
1.296,10.39,0.98,-7.00,5.90,-22.36,23.77,
1.3,11.80,1.15,-7.07,5.90,-22.36,23.77,
1.301,11.80,1.15,-7.07,5.32,-24.70,16.95,
1.304,12.85,1.42,-7.17,5.32,-24.70,16.95,
1.305,12.85,1.42,-7.17,4.26,-26.38,10.96,
1.309,13.59,1.77,-7.27,4.26,-26.38,10.96,
1.31,13.59,1.77,-7.27,2.69,-27.45,6.02,
1.315,14.07,2.11,-7.32,2.69,-27.45,6.02,
1.317,14.07,2.11,-7.32,0.90,-27.60,1.89,
1.319,14.30,2.37,-7.28,0.90,-27.60,1.89,
1.32,14.30,2.37,-7.28,-1.54,-26.97,-2.11,
1.324,14.31,2.58,-7.12,-1.54,-26.97,-2.11,
1.324,14.31,2.58,-7.12,-4.87,-25.62,-5.85,
1.331,14.31,2.58,-7.12,-8.80,-23.64,-9.74,
1.332,14.13,2.78,-6.78,-8.80,-23.64,-9.74,
1.334,13.75,3.01,-6.26,-8.80,-23.64,-9.74,
1.334,13.75,3.01,-6.26,-12.98,-21.27,-13.62,
1.339,13.75,3.01,-6.26,-16.69,-18.88,-17.75,
1.339,13.20,3.33,-5.56,-16.69,-18.88,-17.75,
1.343,12.49,3.76,-4.68,-16.69,-18.88,-17.75,
1.344,12.49,3.76,-4.68,-20.68,-16.24,-21.80,
1.348,12.49,3.76,-4.68,-27.51,-10.48,-29.63,
1.35,11.59,4.41,-3.60,-27.51,-10.48,-29.63,
1.353,10.44,5.39,-2.20,-27.51,-10.48,-29.63,
1.354,10.44,5.39,-2.20,-29.84,-5.01,-33.12,
1.358,9.04,6.19,-0.56,-29.84,-5.01,-33.12,
1.358,9.04,6.19,-0.56,-29.76,-0.82,-35.12,
1.363,7.41,6.72,1.17,-29.76,-0.82,-35.12,
1.364,7.41,6.72,1.17,-29.70,1.99,-38.44,
1.368,5.59,7.12,2.88,-29.70,1.99,-38.44,
1.369,5.59,7.12,2.88,-29.69,2.96,-39.40,
1.372,3.61,7.42,4.42,-29.69,2.96,-39.40,
1.374,3.61,7.42,4.42,-28.21,2.10,-38.97,
1.378,3.61,7.42,4.42,-23.31,-0.19,-38.54,
1.38,1.48,7.71,5.70,-23.31,-0.19,-38.54,
1.383,-0.80,7.98,6.61,-23.31,-0.19,-38.54,
1.385,-0.80,7.98,6.61,-17.88,-3.44,-38.14,
1.388,-0.80,7.98,6.61,-12.45,-7.54,-37.78,
1.389,-3.20,8.17,7.15,-12.45,-7.54,-37.78,
1.392,-3.20,8.17,7.15,-7.66,-12.29,-37.49,
1.394,-5.78,8.09,7.31,-7.66,-12.29,-37.49,
1.401,-5.78,8.09,7.31,-4.72,-16.81,-37.28,
1.403,-8.56,7.64,7.15,-4.72,-16.81,-37.28,
1.404,-8.56,7.64,7.15,-3.60,-20.29,-37.19,
1.405,-11.30,6.89,6.83,-3.60,-20.29,-37.19,
1.407,-13.59,6.29,6.54,-3.60,-20.29,-37.19,
1.408,-13.59,6.29,6.54,-3.72,-23.17,-37.21,
1.418,-15.39,5.92,6.32,-3.72,-23.17,-37.21,
1.42,-15.39,5.92,6.32,-5.16,-25.74,-32.27,
1.422,-15.39,5.92,6.32,-7.38,-28.81,-27.14,
1.423,-16.81,5.77,6.17,-7.38,-28.81,-27.14,
1.423,-17.96,5.67,6.09,-7.38,-28.81,-27.14,
1.424,-17.96,5.67,6.09,-8.87,-32.51,-21.86,
1.428,-18.91,5.48,6.03,-8.87,-32.51,-21.86,
1.431,-18.91,5.48,6.03,-9.27,-36.38,-16.39,
1.432,-18.91,5.48,6.03,-8.39,-39.75,-10.02,
1.433,-19.65,5.13,5.94,-8.39,-39.75,-10.02,
1.436,-20.18,4.46,5.78,-8.39,-39.75,-10.02,
1.438,-20.18,4.46,5.78,-6.21,-42.07,-2.20,
1.441,-20.18,4.46,5.78,-2.85,-43.22,5.67,
1.442,-20.50,3.34,5.53,-2.85,-43.22,5.67,
1.471,-20.55,1.80,5.18,-2.85,-43.22,5.67,
1.471,-20.55,1.80,5.18,1.97,-43.28,13.48,
1.472,-20.28,-0.06,4.71,1.97,-43.28,13.48,
1.472,-20.28,-0.06,4.71,8.89,-42.57,21.76,
1.474,-20.28,-0.06,4.71,17.21,-40.15,28.10,
1.475,-19.64,-2.05,4.07,17.21,-40.15,28.10,
1.475,-19.64,-2.05,4.07,25.63,-36.16,35.70,
1.476,-18.56,-3.71,3.16,25.63,-36.16,35.70,
1.477,-16.92,-4.90,1.90,25.63,-36.16,35.70,
1.477,-16.92,-4.90,1.90,32.72,-30.51,35.17,
1.479,-16.92,-4.90,1.90,35.72,-23.67,34.53,
1.48,-14.61,-5.58,0.27,35.72,-23.67,34.53,
1.48,-11.58,-5.39,-1.56,35.72,-23.67,34.53,
1.481,-11.58,-5.39,-1.56,32.98,-16.55,34.00,
1.481,-7.81,-4.19,-3.25,32.98,-16.55,34.00,
1.482,-7.81,-4.19,-3.25,26.81,-9.09,33.64,
1.484,-3.45,-2.39,-4.53,26.81,-9.09,33.64,
1.485,-3.45,-2.39,-4.53,20.83,-4.19,33.44,
1.489,0.97,-0.80,-5.34,20.83,-4.19,33.44,
1.49,0.97,-0.80,-5.34,18.93,-4.80,33.40,
1.495,4.90,-0.24,-5.90,18.93,-4.80,33.40,
1.496,4.90,-0.24,-5.90,18.97,-9.23,33.47,
1.499,4.90,-0.24,-5.90,18.03,-14.37,33.60,
1.5,8.06,-0.56,-6.45,18.03,-14.37,33.60,
1.504,8.06,-0.56,-6.45,15.42,-18.73,33.78,
1.505,10.45,-1.14,-7.11,15.42,-18.73,33.78,
1.51,12.23,-1.64,-7.87,15.42,-18.73,33.78,
1.511,12.23,-1.64,-7.87,12.17,-22.30,24.92,
1.521,12.23,-1.64,-7.87,9.21,-25.29,16.99,
1.522,13.55,-1.97,-8.64,9.21,-25.29,16.99,
1.523,14.52,-2.15,-9.34,9.21,-25.29,16.99,
1.523,14.52,-2.15,-9.34,6.37,-27.63,10.76,
1.524,15.19,-2.24,-9.89,6.37,-27.63,10.76,
1.524,15.19,-2.24,-9.89,3.46,-29.06,5.89,
1.529,15.19,-2.24,-9.89,0.03,-29.34,1.83,
1.53,15.63,-2.27,-10.27,0.03,-29.34,1.83,
1.533,15.88,-2.23,-10.44,0.03,-29.34,1.83,
1.534,15.88,-2.23,-10.44,-4.00,-28.52,-1.47,
1.538,15.96,-2.11,-10.37,-4.00,-28.52,-1.47,
1.539,15.96,-2.11,-10.37,-8.66,-26.48,-4.67,
1.542,15.89,-1.84,-10.03,-8.66,-26.48,-4.67,
1.543,15.89,-1.84,-10.03,-13.84,-23.26,-8.53,
1.548,15.64,-1.33,-9.38,-13.84,-23.26,-8.53,
1.549,15.64,-1.33,-9.38,-19.04,-19.09,-12.86,
1.552,15.17,-0.53,-8.39,-19.04,-19.09,-12.86,
1.553,15.17,-0.53,-8.39,-23.64,-14.12,-17.30,
1.557,15.17,-0.53,-8.39,-27.42,-8.67,-21.34,
1.558,14.49,0.53,-7.08,-27.42,-8.67,-21.34,
1.561,13.60,1.77,-5.48,-27.42,-8.67,-21.34,
1.562,13.60,1.77,-5.48,-30.34,-3.29,-25.13,
1.566,13.60,1.77,-5.48,-30.62,1.50,-29.60,
1.567,12.48,3.16,-3.66,-30.62,1.50,-29.60,
1.571,11.08,4.73,-1.69,-30.62,1.50,-29.60,
1.572,11.08,4.73,-1.69,-30.53,5.20,-32.77,
1.577,9.40,6.34,0.35,-30.53,5.20,-32.77,
1.577,9.40,6.34,0.35,-30.47,7.38,-35.95,
1.581,9.40,6.34,0.35,-30.48,7.70,-39.03,
1.582,7.47,7.98,2.37,-30.48,7.70,-39.03,
1.586,7.47,7.98,2.37,-26.29,4.94,-38.54,
1.587,5.19,9.48,4.23,-26.29,4.94,-38.54,
1.591,5.19,9.48,4.23,-20.30,-1.54,-38.05,
1.592,1.83,9.73,5.67,-20.30,-1.54,-38.05,
1.6,1.83,9.73,5.67,-14.93,-9.01,-37.71,
1.601,-2.72,8.70,6.50,-14.93,-9.01,-37.71,
1.602,-6.92,7.93,6.87,-14.93,-9.01,-37.71,
1.602,-6.92,7.93,6.87,-8.49,-13.01,-37.52,
1.608,-6.92,7.93,6.87,-1.89,-15.54,-37.45,
1.61,-10.01,7.39,7.00,-1.89,-15.54,-37.45,
1.611,-12.31,7.03,6.87,-1.89,-15.54,-37.45,
1.612,-12.31,7.03,6.87,2.73,-19.09,-33.74,
1.619,-12.31,7.03,6.87,3.39,-23.31,-29.76,
1.621,-14.13,7.01,6.51,3.39,-23.31,-29.76,
1.622,-15.60,7.27,6.07,3.39,-23.31,-29.76,
1.623,-15.60,7.27,6.07,1.25,-27.97,-25.04,
1.625,-15.60,7.27,6.07,-1.83,-32.37,-19.21,
1.627,-16.80,7.60,5.64,-1.83,-32.37,-19.21,
1.634,-17.73,7.85,5.25,-1.83,-32.37,-19.21,
1.636,-17.73,7.85,5.25,-4.25,-35.75,-12.08,
1.636,-17.73,7.85,5.25,-4.91,-37.93,-3.30,
1.637,-18.38,7.82,4.87,-4.91,-37.93,-3.30,
1.64,-18.38,7.82,4.87,-2.70,-39.04,7.53,
1.641,-18.76,7.25,4.42,-2.70,-39.04,7.53,
1.645,-18.86,5.92,3.81,-2.70,-39.04,7.53,
1.646,-18.86,5.92,3.81,1.99,-38.97,19.33,
1.65,-18.86,5.92,3.81,8.15,-37.55,26.49,
1.651,-18.58,3.98,2.99,8.15,-37.55,26.49,
1.655,-18.58,3.98,2.99,14.18,-34.69,33.31,
1.656,-17.82,2.08,1.94,14.18,-34.69,33.31,
1.66,-17.82,2.08,1.94,19.52,-29.42,36.92,
1.661,-16.43,0.43,0.65,19.52,-29.42,36.92,
1.666,-16.43,0.43,0.65,23.31,-21.76,36.37,
1.667,-14.24,-0.92,-0.79,23.31,-21.76,36.37,
1.67,-14.24,-0.92,-0.79,20.68,-13.89,35.92,
1.671,-11.13,-1.48,-2.28,20.68,-13.89,35.92,
1.674,-7.39,-0.97,-3.64,20.68,-13.89,35.92,
1.675,-7.39,-0.97,-3.64,15.53,-7.22,35.62,
1.679,-3.36,-0.23,-4.69,15.53,-7.22,35.62,
1.68,-3.36,-0.23,-4.69,10.29,-1.83,35.47,
1.684,0.77,-0.03,-5.23,10.29,-1.83,35.47,
1.684,0.77,-0.03,-5.23,4.08,0.45,35.44,
1.706,4.63,-0.16,-5.22,4.08,0.45,35.44,
1.707,4.63,-0.16,-5.22,0.56,0.01,35.53,
1.707,4.63,-0.16,-5.22,-1.58,-2.26,35.70,
1.708,7.97,-0.42,-4.87,-1.58,-2.26,35.70,
1.708,7.97,-0.42,-4.87,-2.58,-6.59,35.93,
1.708,10.78,-0.95,-4.45,-2.58,-6.59,35.93,
1.709,13.06,-1.68,-4.17,-2.58,-6.59,35.93,
1.709,13.06,-1.68,-4.17,-2.10,-12.68,31.48,
1.71,13.06,-1.68,-4.17,-0.60,-18.77,24.77,
1.71,14.82,-2.49,-4.13,-0.60,-18.77,24.77,
1.712,16.14,-3.23,-4.38,-0.60,-18.77,24.77,
1.714,16.14,-3.23,-4.38,0.13,-23.75,17.14,
1.718,17.07,-3.81,-4.79,0.13,-23.75,17.14,
1.719,17.07,-3.81,-4.79,-0.27,-27.18,10.26,
1.722,17.68,-4.23,-5.24,-0.27,-27.18,10.26,
1.723,17.68,-4.23,-5.24,-1.49,-28.95,4.95,
1.727,18.03,-4.55,-5.62,-1.49,-28.95,4.95,
1.728,18.03,-4.55,-5.62,-3.77,-29.13,0.17,
1.734,18.14,-4.70,-5.85,-3.77,-29.13,0.17,
1.734,18.14,-4.70,-5.85,-6.69,-27.68,-4.60,
1.736,18.03,-4.59,-5.90,-6.69,-27.68,-4.60,
1.737,18.03,-4.59,-5.90,-8.90,-24.94,-9.36,
1.741,17.67,-4.17,-5.78,-8.90,-24.94,-9.36,
1.742,17.67,-4.17,-5.78,-11.49,-21.49,-14.42,
1.748,17.08,-3.33,-5.45,-11.49,-21.49,-14.42,
1.749,17.08,-3.33,-5.45,-14.49,-17.38,-19.90,
1.751,16.29,-1.94,-4.86,-14.49,-17.38,-19.90,
1.752,16.29,-1.94,-4.86,-17.36,-12.86,-26.05,
1.756,15.34,0.02,-3.99,-17.36,-12.86,-26.05,
1.757,15.34,0.02,-3.99,-19.92,-8.60,-30.20,
1.762,14.26,2.32,-2.84,-19.92,-8.60,-30.20,
1.763,14.26,2.32,-2.84,-21.64,-4.84,-33.58,
1.766,12.84,4.63,-1.45,-21.64,-4.84,-33.58,
1.767,12.84,4.63,-1.45,-21.11,-2.35,-36.61,
1.771,9.85,5.07,-0.10,-21.11,-2.35,-36.61,
1.772,9.85,5.07,-0.10,-21.97,-0.98,-37.04,
1.776,4.77,4.50,1.13,-21.97,-0.98,-37.04,
1.776,4.77,4.50,1.13,-25.57,0.25,-36.72,
1.782,4.77,4.50,1.13,-20.29,-0.90,-36.47,
1.783,-0.00,5.11,2.50,-20.29,-0.90,-36.47,
1.785,-0.00,5.11,2.50,-7.86,-2.23,-36.29,
1.786,-3.54,5.23,3.62,-7.86,-2.23,-36.29,
1.79,-3.54,5.23,3.62,2.39,-3.29,-36.19,
1.79,-6.30,5.07,3.98,2.39,-3.29,-36.19,
1.798,-8.63,4.93,3.68,2.39,-3.29,-36.19,
1.798,-8.63,4.93,3.68,6.89,-5.40,-32.90,
1.8,-10.53,4.97,3.19,6.89,-5.40,-32.90,
1.801,-10.53,4.97,3.19,6.03,-8.35,-29.38,
1.805,-10.53,4.97,3.19,2.64,-11.48,-26.79,
1.805,-12.05,5.21,2.78,2.64,-11.48,-26.79,
1.809,-12.05,5.21,2.78,-0.58,-14.46,-23.08,
1.81,-13.33,5.56,2.55,-0.58,-14.46,-23.08,
1.815,-13.33,5.56,2.55,-3.01,-17.27,-17.73,
1.816,-14.43,5.76,2.45,-3.01,-17.27,-17.73,
1.819,-14.43,5.76,2.45,-4.50,-19.89,-12.01,
1.821,-15.31,5.64,2.46,-4.50,-19.89,-12.01,
1.825,-15.91,5.23,2.52,-4.50,-19.89,-12.01,
1.826,-15.91,5.23,2.52,-5.35,-21.78,-6.08,
1.833,-16.24,4.42,2.60,-5.35,-21.78,-6.08,
1.834,-16.24,4.42,2.60,-5.30,-22.85,0.86,
1.837,-16.32,2.93,2.68,-5.30,-22.85,0.86,
1.839,-16.32,2.93,2.68,-4.01,-23.13,6.34,
1.84,-16.32,2.93,2.68,-1.03,-23.28,10.96,
1.841,-16.20,0.91,2.65,-1.03,-23.28,10.96,
1.844,-16.20,0.91,2.65,3.95,-23.33,14.46,
1.845,-15.91,-1.50,2.42,3.95,-23.33,14.46,
1.849,-15.91,-1.50,2.42,10.62,-22.08,16.04,
1.851,-15.50,-4.15,1.94,10.62,-22.08,16.04,
1.854,-14.96,-6.75,1.23,10.62,-22.08,16.04,
1.855,-14.96,-6.75,1.23,19.09,-19.39,14.75,
1.859,-14.96,-6.75,1.23,40.95,-18.89,37.16,
1.86,-13.67,-6.76,0.03,40.95,-18.89,37.16,
1.864,-10.62,-4.41,-2.12,40.95,-18.89,37.16,
1.865,-10.62,-4.41,-2.12,25.24,-14.77,36.63,
1.869,-10.62,-4.41,-2.12,24.54,-5.82,36.25,
1.87,-7.26,-3.53,-4.26,24.54,-5.82,36.25,
1.874,-3.03,-1.64,-5.89,24.54,-5.82,36.25,
1.874,-3.03,-1.64,-5.89,15.68,3.01,36.06,
1.879,-3.03,-1.64,-5.89,5.98,4.26,36.05,
1.879,1.35,-0.32,-6.30,5.98,4.26,36.05,
1.882,1.35,-0.32,-6.30,1.87,0.40,36.16,
1.883,5.46,0.00,-5.80,1.87,0.40,36.16,
1.889,5.46,0.00,-5.80,3.09,-6.22,36.35,
1.889,9.04,-0.74,-5.21,3.09,-6.22,36.35,
1.892,11.84,-2.02,-5.10,3.09,-6.22,36.35,
1.893,11.84,-2.02,-5.10,5.60,-13.43,36.58,
1.898,13.76,-3.16,-5.50,5.60,-13.43,36.58,
1.899,13.76,-3.16,-5.50,5.98,-19.53,25.61,
1.904,14.91,-3.90,-6.16,5.98,-19.53,25.61,
1.905,14.91,-3.90,-6.16,4.47,-23.61,14.02,
1.906,15.48,-4.41,-6.87,4.47,-23.61,14.02,
1.907,15.48,-4.41,-6.87,2.45,-25.72,5.61,
1.911,15.63,-4.82,-7.49,2.45,-25.72,5.61,
1.912,15.63,-4.82,-7.49,0.64,-25.80,-0.99,
1.917,15.44,-4.97,-7.96,0.64,-25.80,-0.99,
1.918,15.44,-4.97,-7.96,-1.52,-24.03,-6.40,
1.921,14.98,-4.78,-8.23,-1.52,-24.03,-6.40,
1.922,14.98,-4.78,-8.23,-2.97,-21.27,-10.83,
1.926,14.98,-4.78,-8.23,-4.62,-17.80,-14.53,
1.927,14.30,-4.28,-8.29,-4.62,-17.80,-14.53,
1.956,13.45,-3.47,-8.16,-4.62,-17.80,-14.53,
1.958,13.45,-3.47,-8.16,-7.13,-14.13,-17.28,
1.959,13.45,-3.47,-8.16,-10.64,-10.58,-18.26,
1.96,12.50,-2.38,-7.81,-10.64,-10.58,-18.26,
1.962,12.50,-2.38,-7.81,-15.12,-7.18,-19.07,
1.963,11.52,-1.21,-7.21,-15.12,-7.18,-19.07,
1.965,10.52,0.01,-6.36,-15.12,-7.18,-19.07,
1.966,10.52,0.01,-6.36,-19.75,-3.78,-20.06,
1.967,9.50,1.26,-5.25,-19.75,-3.78,-20.06,
1.967,9.50,1.26,-5.25,-23.98,-0.64,-21.41,
1.968,8.45,2.48,-3.90,-23.98,-0.64,-21.41,
1.97,8.45,2.48,-3.90,-26.66,1.91,-21.93,
1.971,7.34,3.62,-2.40,-26.66,1.91,-21.93,
1.971,7.34,3.62,-2.40,-27.97,3.71,-23.48,
1.972,6.12,4.73,-0.84,-27.97,3.71,-23.48,
1.973,6.12,4.73,-0.84,-27.33,4.64,-24.10,
1.974,4.64,5.50,0.65,-27.33,4.64,-24.10,
1.975,4.64,5.50,0.65,-24.89,4.15,-24.96,
1.976,4.64,5.50,0.65,-22.50,1.75,-32.61,
1.976,2.34,5.16,1.95,-22.50,1.75,-32.61,
1.985,2.34,5.16,1.95,-20.21,-1.26,-37.41,
1.986,-0.71,4.25,2.97,-20.21,-1.26,-37.41,
1.987,-0.71,4.25,2.97,-13.59,-3.20,-37.25,
1.988,-3.52,4.07,3.70,-13.59,-3.20,-37.25,
1.993,-3.52,4.07,3.70,-6.22,-4.44,-33.37,
1.994,-5.74,4.24,4.08,-6.22,-4.44,-33.37,
1.995,-7.61,4.20,4.19,-6.22,-4.44,-33.37,
1.995,-7.61,4.20,4.19,-2.02,-5.94,-27.97,
2.001,-7.61,4.20,4.19,-0.33,-8.75,-24.09,
2.002,-9.28,4.04,4.16,-0.33,-8.75,-24.09,
2.004,-9.28,4.04,4.16,0.42,-11.99,-20.51,
2.005,-10.71,3.91,4.08,0.42,-11.99,-20.51,
2.01,-11.87,3.88,3.98,0.42,-11.99,-20.51,
2.011,-11.87,3.88,3.98,0.73,-14.73,-16.43,
2.014,-12.76,3.86,3.89,0.73,-14.73,-16.43,
2.015,-12.76,3.86,3.89,1.10,-17.24,-12.39,
2.018,-13.38,3.76,3.76,1.10,-17.24,-12.39,
2.019,-13.38,3.76,3.76,1.05,-19.26,-7.90,
2.027,-13.78,3.47,3.59,1.05,-19.26,-7.90,
2.028,-13.78,3.47,3.59,1.09,-20.82,-3.56,
2.028,-13.99,2.91,3.35,1.09,-20.82,-3.56,
2.029,-13.99,2.91,3.35,1.51,-21.96,0.44,
2.033,-14.06,2.03,3.02,1.51,-21.96,0.44,
2.034,-14.06,2.03,3.02,2.57,-22.43,3.97,
2.037,-14.06,2.03,3.02,4.32,-22.15,7.01,
2.038,-14.02,0.81,2.62,4.32,-22.15,7.01,
2.042,-14.02,0.81,2.62,6.49,-21.36,9.47,
2.043,-13.88,-0.69,2.18,6.49,-21.36,9.47,
2.05,-13.88,-0.69,2.18,8.89,-20.04,11.80,
2.051,-13.66,-2.39,1.71,8.89,-20.04,11.80,
2.053,-13.34,-4.24,1.22,8.89,-20.04,11.80,
2.054,-13.34,-4.24,1.22,11.61,-18.32,13.92,
2.057,-13.34,-4.24,1.22,14.46,-16.50,14.61,
2.058,-12.95,-6.14,0.67,14.46,-16.50,14.61,
2.067,-12.53,-7.75,0.04,14.46,-16.50,14.61,
2.068,-12.53,-7.75,0.04,20.46,-15.15,15.03,
2.069,-10.85,-6.16,-1.07,20.46,-15.15,15.03,
